-86.2825,33.1661
-88.0103,31.0069
-85.9731,33.5883
-87.9106,31.4858
-87.0214,34.6292
-86.5736,32.3814
-86.4567,33.2442
-85.9708,34.0128
-87.2003,33.6446
-87.7811,32.6017
-85.9031,33
-88.0575,30.7478
-87.0597,33.6319
-88.0299,31.2546
-86.4767,31.4001
-87.0639,34.6397
-85.0961,32.6094
-86.5242,32.3102
-86.7386,32.6503
-86.7386,32.6514
-88.1289,30.5248
-88.0052,31.2622
-91.3631,35.2597
-90.7257,35.8481
-90.0253,35.8619
-94.5241,36.2561
-93.7924,33.6094
-94.2841,36.1855
-92.8683,34.2963
-91.4083,35.6733
-93.8119,33.6497
-92.9046,34.4341
-92.8333,34.4304
-92.7917,33.5648
-92.2166,34.5923
-91.9025,34.2181
-89.9469,35.6626
-93.8053,35.4617
-92.5933,33.2961
-92.1392,34.4236
-111.3,32.5517
-112.1583,33.4417
-112.2161,33.5542
-109.8931,32.0619
-112.8897,33.3417
-114.1594,35.0361
-110.3033,34.9394
-111.5041,32.9175
-109.2717,34.5778
-110.9889,32.2511
-111.7889,32.9042
-112.694,32.9761
-114.1334,35.0517
-110.9047,32.16
-111.9364,33.3544
-112.8638,33.3451
-111.3886,36.9047
-113.1133,33.4759
-111.9122,33.4225
-112.84,33.33
-111.751,33.3333
-114.5317,34.8678
-109.1636,34.3186
-111.5899,32.9285
-114.7097,32.7214
-114.6542,32.7286
-118.1009,33.7688
-117.9788,33.6436
-118.395,33.8504
-117.3603,34.0414
-119.55,36.72
-120.9854,37.5739
-117.8561,33.8539
-119.0299,35.4837
-117.9833,33.8073
-118.9266,35.4192
-114.6865,33.6157
-117.3342,33.1408
-116.9433,32.5622
-117.117,33.1221
-120.5797,36.6531
-121.9239,38.3989
-121.5367,37.0001
-121.6939,39.0531
-117.8616,33.8581
-121.4614,38.4461
-118.2491,33.8759
-118.1047,33.9297
-117.0586,32.5914
-120.3885,36.1807
-122.268,39.3648
-121.1239,38.3383
-121.8551,38.2419
-116.972,32.7971
-121.3273,37.9416
-119.2945,35.7909
-121.8439,38.0167
-121.9508,37.3767
-115.54,32.8022
-118.425,33.9106
-117.1172,33.1261
-117.5256,34.0911
-121.6133,39.1088
-120.1,36.6183
-121.7592,38.0167
-121.5363,36.999
-121.1278,36.225
-118.1474,34.1256
-117.0995,33.1185
-121.844,38.2271
-117.534,34.09
-118.2782,34.1556
-121.6942,39.0536
-119.6469,36.2689
-118.2662,33.7691
