Longitude,Latitude,x,y,PM25 Annual Ground,PM25 Winter Ground,PM25 Spring Ground,PM25 Summer Ground,PM25 Fall Ground,SO2 Annual Ground,SO2 Winter Ground,SO2 Spring Ground,SO2 Summer Ground,SO2 Fall Ground,NOX Annual Ground,NOX Winter Ground,NOX Spring Ground,NOX Summer Ground,NOX Fall Ground,NH3 Annual Ground,NH3 Winter Ground,NH3 Spring Ground,NH3 Summer Ground,NH3 Fall Ground,PM25 Annual 150m,PM25 Winter 150m,PM25 Spring 150m,PM25 Summer 150m,PM25 Fall 150m,SO2 Annual 150m,SO2 Winter 150m,SO2 Spring 150m,SO2 Summer 150m,SO2 Fall 150m,NOX Annual 150m,NOX Winter 150m,NOX Spring 150m,NOX Summer 150m,NOX Fall 150m,NH3 Annual 150m,NH3 Winter 150m,NH3 Spring 150m,NH3 Summer 150m,NH3 Fall 150m,PM25 Annual 300m,PM25 Winter 300m,PM25 Spring 300m,PM25 Summer 300m,PM25 Fall 300m,SO2 Annual 300m,SO2 Winter 300m,SO2 Spring 300m,SO2 Summer 300m,SO2 Fall 300m,NOX Annual 300m,NOX Winter 300m,NOX Spring 300m,NOX Summer 300m,NOX Fall 300m,NH3 Annual 300m,NH3 Winter 300m,NH3 Spring 300m,NH3 Summer 300m,NH3 Fall 300m
-80.3747,26.6986,123,22,160782.255193,172171.061382,140293.721136,144805.726541,184361.103196,22817.3064557,29568.3337726,23679.7134904,15850.3532845,21926.6207617,6179.78447836,9167.84458903,7962.8780036,1784.92528774,5657.70941201,59338.074679,93450.277749,44080.5198768,33924.4338868,65522.4076934,86716.2025936,99770.9305323,69217.2113423,72023.9498706,104951.779645,20556.3837583,24781.97563,21510.8386332,15960.0905285,19610.243568,5082.33033304,6246.52175318,5944.86963445,1600.46585724,6317.88704825,28501.0691926,47927.8315584,20476.9300895,15385.1035076,30180.1265267,68544.1187538,80524.681681,60084.7776747,62587.6102522,70181.1384954,19807.1739406,19508.0946211,20659.1119653,19984.124506,18683.7540101,4635.33611889,5319.38701189,5727.45341924,1420.34129022,5929.30279337,20402.1088711,36343.7716671,16621.0164412,10893.2632537,17746.037291
-82.8608,33.1189,114,40,115251.886028,129148.852082,103520.534528,110070.89525,117899.589876,21440.019491,24773.5674808,25244.1687416,23183.8951627,12326.0239183,5097.40631767,11803.7025991,5034.07594122,1585.57365697,1906.06415579,70348.2253956,80696.3715465,64318.7972371,73450.5866516,62853.6212668,70742.4448388,88970.2194496,57041.2403516,57650.6852131,79053.418167,21641.4388365,22381.1441313,27464.5447668,23283.9920824,13180.8151092,3865.72537923,9054.6925641,3563.03565366,1147.78023482,1535.15586737,47656.5788797,61191.5131956,38688.0670854,45125.4487398,45489.9160472,59976.4589952,74953.4684811,50417.8739822,50655.0772267,63625.2785071,20711.8120437,19533.4198394,26375.5562524,23029.8395448,13638.0281856,3512.79162428,7904.96103752,3207.97396802,1435.51824962,1408.99149208,41647.6519477,51989.6385372,34622.7291463,39703.4208453,40036.8684202
-84.1114,31.5492,111,35,84724.8724231,100205.499167,72526.2206233,77126.8148064,88735.1286128,19431.959235,25855.6744673,22095.6248047,18039.434201,11449.4718295,4271.22485403,10384.9965445,3836.07660062,1297.26270473,1512.7059112,40381.1832764,57878.507659,25592.3423713,33325.5053325,44628.829455,55447.1127218,73635.3567243,41813.7849915,42230.1094421,63769.1745695,20041.1161766,23636.1988284,24948.9569036,19061.6224124,12182.8444972,3106.55931728,7353.60744328,2808.2870196,922.992565991,1181.0757255,29879.6676514,44877.5603791,17917.0769329,22161.3403416,34354.7328054,47852.7698817,63160.5406306,37773.5511646,37375.4499901,52757.4609194,20006.4610112,21269.1490543,24603.4246233,20985.4301006,12844.9056816,2865.72834337,6446.07728106,2629.70834574,1209.7093884,1079.52094409,27360.1494191,39422.2803784,16768.4980113,20648.197016,32210.3539853
-84.0819,31.3869,111,34,91429.0118595,109543.862258,77754.6839564,82179.6712154,95884.874093,19155.0435374,25389.7465101,21264.4514773,18005.2357091,11673.4952399,4280.69321304,10360.5433837,3743.03221773,1387.02770595,1579.43153341,42947.1523069,63740.3503275,26655.4346333,33551.60121,47735.3217226,58575.2384362,77045.4627154,44144.0315452,45509.4891076,67271.2461946,19658.0662575,22871.5885549,23830.6340179,19322.5051482,12330.3116767,3099.9216796,7272.87101528,2734.16536887,986.15186673,1248.57550602,30454.3307802,46632.7449916,18109.8943225,21369.3117434,35522.2190863,50238.9350608,65606.5952816,39699.8896447,40516.5513593,54800.1262793,19461.9865792,19816.9333269,23543.2068049,21208.6372184,12969.1253653,2886.59264638,6374.03395669,2562.22290308,1358.64643982,1151.75099082,27427.7201836,40072.6420346,16840.6228073,20243.4779454,32198.3096479
-84.9192,34.1256,108,42,157117.442929,188822.876786,139605.523502,122948.147011,176720.027118,22893.907198,27295.6460268,27432.6357303,24163.7014238,12379.9152478,7296.07901282,14728.6794062,8102.68640798,2911.08022768,3348.13632083,93221.4997393,124200.337841,81329.721727,66934.7261567,100308.888531,90247.8108231,116082.317919,74683.7923628,64948.67128,105054.69624,22462.1391569,23935.5094415,27378.9732049,25145.6077007,13110.9084247,5051.5216589,10209.5844386,5461.8296831,1770.02020224,2593.68060897,59576.9870353,84096.7025247,46850.1533163,42022.5848957,65283.5609258,74397.090417,94167.1555637,64629.3282586,57007.4797024,81569.3091406,21148.0452772,20230.0383708,26721.6469982,23752.8999226,13580.4235979,4458.81580155,8835.12102462,4739.16524539,1711.75695781,2432.09128472,49935.8714774,65682.9640437,41089.4113338,40549.312091,52273.2577022
-85.0387,33.407,108,40,119107.30635,147002.383159,106612.356061,91966.1932346,130437.141192,20008.3207018,24579.5043688,23231.6624566,20666.8540584,11250.7827954,5550.80633682,12651.8536649,5286.57322224,1635.75894577,2555.72921689,68674.4168783,90664.801302,58370.0464967,53663.323408,71896.010389,72320.2092839,96845.7374491,58921.9812494,49420.8244539,83839.8103757,19979.2586551,21862.7997722,24571.417864,21216.3649681,11987.5933066,3867.35791101,8505.7836895,3712.5188584,1109.7606377,1965.21158682,47356.9429634,65336.7983994,35793.4257473,37876.2030406,50285.6483921,60855.2171642,80261.14022,51797.6319796,43494.5350944,67616.6706067,18781.9810414,18572.4953358,24126.6427527,19677.5896082,12437.2356598,3465.28224338,7462.40875628,3297.06966835,1189.94490288,1801.56227509,41348.8531389,53644.2980758,32183.393188,35316.5769372,43992.9231973
-83.3972,34.0386,112,43,191302.54605,209576.470082,167236.757788,191541.169899,196364.346477,22041.1095381,27085.3883451,26232.8384137,21391.6063906,13189.611196,7763.58837771,16330.8415632,8031.80520809,2428.76440795,4150.38643925,99962.3063304,128547.722275,81946.6539918,86808.7304841,102338.384918,104630.692993,124812.103952,86019.21081,94105.1575569,113400.086034,21367.1991188,23306.7924173,25879.0721645,22401.3937577,13703.5182514,5414.66706605,11024.7301894,5422.21896003,1761.65443153,3188.69187517,60302.507162,85594.8409305,44936.9925279,49009.5447558,61547.1226516,86112.7443962,100498.344327,73909.4960596,81855.5226125,88009.2133763,20228.6669503,18460.844551,25591.3481493,22437.5187377,14112.3431732,4800.94002704,9458.87770513,4751.63502855,1867.30556379,2971.834686,48540.983374,65455.9287102,38977.1113364,42362.613653,47273.9004638
-83.6996,33.8376,111,42,167251.466089,189868.304668,142528.584815,164140.53376,171984.096585,21867.7687872,25990.3429773,26633.2051421,21586.591309,12992.6953625,6838.6788576,14818.729183,6945.10453952,2127.53959118,3370.5396153,93855.4278178,118177.009293,83313.3738524,84318.1624915,89471.4474595,94330.7027697,116696.434622,74968.1053987,82218.4732974,103223.22545,21279.7309475,22645.9004734,26226.7327635,22351.9363022,13679.9733096,4839.16056737,10257.3308917,4691.29044593,1529.46845049,2658.20307536,57703.021523,79550.2735771,46449.7662857,48012.3396107,56720.0523023,78231.0172768,94812.5634247,65038.2742008,71810.914601,81053.0656115,20113.0462713,18444.4358975,25672.7543552,22011.242564,14020.5145395,4319.23689379,8852.88265729,4147.69304667,1669.01938449,2475.44969764,47374.3214418,62170.9417124,40302.9647407,41818.6238225,45104.4540611
-84.3059,32.911,110,39,108283.198489,134976.321073,89885.2568474,91904.6067825,115952.551258,19451.1726921,23535.9191705,22610.4375674,19829.0403472,11549.711694,4509.02679484,10807.3213276,4005.73101251,1286.96972364,1883.06828936,67495.1037533,86036.7697006,53760.3265447,68539.4069626,61540.9417024,66480.1747213,89807.7262817,49835.9821932,48671.2866115,77298.534541,19435.7957476,21081.576949,23801.1984818,20224.8508889,12373.7829249,3273.95908357,7788.25869698,2820.67264519,825.204174134,1517.36316609,44685.1394038,60065.6816777,32581.1636887,41512.8458417,44481.3579336,56285.3809616,75193.5201079,44211.8932085,42704.5492693,62727.450871,18430.0405937,18024.4564842,23102.4966808,19527.4812,12775.7348523,2986.97693666,6862.68563001,2574.23607443,1010.1101987,1409.80337854,39400.2072786,50078.4136631,29171.8989519,38594.6440753,39508.5364009
-81.2842,32.2792,118,38,101791.612109,117309.559158,88801.053906,89344.3278934,111104.109493,21398.1980824,24478.0808977,25872.2961814,21996.1145204,13030.8514728,4707.95045228,10361.1410302,5160.83316727,1511.43068882,1739.12515371,54643.3443815,69024.884284,46586.2889992,45001.1494786,57847.6517985,64701.2022575,83592.0596699,49614.9837299,49105.4089479,76133.9194628,21262.3630759,22100.5986909,26723.0314801,22391.7106813,13574.5317259,3600.07219668,8130.86569543,3539.62584359,1127.72872828,1447.74656223,37625.4369273,52700.4527488,29744.6738481,27691.194746,40241.3027568,54723.6057684,70962.5404091,44134.8154293,43666.3648967,59778.8969432,20627.606419,18998.049271,25578.87572,23630.0214756,14029.2955363,3310.23107469,7129.91551447,3246.6725802,1453.77940153,1315.2956713,33019.3482067,45838.6442177,27014.1257734,24562.6119458,34439.3930938
-85.3456,34.2533,107,43,132817.636055,159493.462957,119336.942949,106312.702025,145823.138999,22799.076982,27220.4586562,28413.0389208,23312.3135983,11935.4977029,6530.89357353,14225.0469451,7040.30719291,2189.54787374,2584.31528689,80581.7436166,101406.224518,76140.2545328,61040.6787516,83661.9191397,79912.7749253,105239.905287,65403.2225768,57009.8373327,91771.2838035,22581.3121326,24411.2536354,28809.2864944,23884.5629015,12846.2471019,4627.85963823,10167.7525149,4782.14725764,1423.46449298,1979.55020137,55425.3387295,75374.5977777,45128.2269436,41917.1669615,59200.8299047,66803.9286162,86606.8279358,57113.5952725,50175.6579289,73095.5300801,21317.5035202,21755.3935359,28015.2346684,21887.33853,13292.2478826,4103.2811538,8812.08319254,4190.46961447,1451.99718717,1850.39010595,47831.7663588,61343.0925313,39631.0507309,39536.019001,50605.0141606
-82.8207,34.3387,113,44,124603.472157,141224.422352,106923.131043,116108.185256,133823.752865,21761.1974716,25721.3258811,25710.2387903,22426.537934,12939.8459433,6142.22207984,14148.2323895,5677.9082626,1690.25549405,2965.55293358,69915.7299069,82491.9203597,61652.4519041,65198.3415255,70205.7602313,75018.7288503,94293.2807728,58451.1425137,60649.5147076,86474.6024693,21632.8213578,23224.8449352,26609.470227,22835.4394999,13633.6242468,4651.47701622,10903.1863019,3895.59500035,1243.04663892,2356.20898203,49025.6712338,64982.6823414,38292.270339,43576.1979405,49051.510929,63601.2413662,78971.384868,51427.6838503,53337.5556037,70460.0334411,20521.0125591,19798.9796047,25927.6658117,22088.611929,13962.1001579,4154.822907,9393.39215988,3470.25342018,1430.36710303,2201.30140345,42736.0042453,54325.6114009,34595.2400656,38981.5583458,42785.8595621
-84.9912,33.3577,108,40,119107.30635,147002.383159,106612.356061,91966.1932346,130437.141192,20008.3207018,24579.5043688,23231.6624566,20666.8540584,11250.7827954,5550.80633682,12651.8536649,5286.57322224,1635.75894577,2555.72921689,68674.4168783,90664.801302,58370.0464967,53663.323408,71896.010389,72320.2092839,96845.7374491,58921.9812494,49420.8244539,83839.8103757,19979.2586551,21862.7997722,24571.417864,21216.3649681,11987.5933066,3867.35791101,8505.7836895,3712.5188584,1109.7606377,1965.21158682,47356.9429634,65336.7983994,35793.4257473,37876.2030406,50285.6483921,60855.2171642,80261.14022,51797.6319796,43494.5350944,67616.6706067,18781.9810414,18572.4953358,24126.6427527,19677.5896082,12437.2356598,3465.28224338,7462.40875628,3297.06966835,1189.94490288,1801.56227509,41348.8531389,53644.2980758,32183.393188,35316.5769372,43992.9231973
-84.475,33.8244,109,42,267895.900814,299110.75934,260216.515401,242562.034319,269152.300713,22881.2896649,25077.3763176,28648.6412425,24211.1439084,13358.8452232,8590.39206454,15673.4307429,10502.0165181,3392.83706937,4696.45686605,162460.018189,203397.661087,164993.255751,140638.371323,140698.118471,135707.510044,159416.817736,125842.05706,115388.428491,141997.89863,21865.6806084,21364.3335978,27531.6995468,24603.0928074,13800.0826215,5872.66861767,9935.20550265,7273.60689838,2290.96108446,3760.46967584,81215.6127072,109172.34613,72474.5270298,68051.1731173,75130.1950409,108906.344173,124074.489858,105758.863845,99642.6885047,105977.729977,20281.8638411,17008.9938652,26708.0187439,23217.0639419,13950.4733994,5167.12909462,8601.86837857,6300.51601383,2087.84977845,3544.72105923,61353.3088042,77364.5706977,58168.5474642,57197.1857758,52596.5173725
-83.6954,33.8122,111,42,167251.466089,189868.304668,142528.584815,164140.53376,171984.096585,21867.7687872,25990.3429773,26633.2051421,21586.591309,12992.6953625,6838.6788576,14818.729183,6945.10453952,2127.53959118,3370.5396153,93855.4278178,118177.009293,83313.3738524,84318.1624915,89471.4474595,94330.7027697,116696.434622,74968.1053987,82218.4732974,103223.22545,21279.7309475,22645.9004734,26226.7327635,22351.9363022,13679.9733096,4839.16056737,10257.3308917,4691.29044593,1529.46845049,2658.20307536,57703.021523,79550.2735771,46449.7662857,48012.3396107,56720.0523023,78231.0172768,94812.5634247,65038.2742008,71810.914601,81053.0656115,20113.0462713,18444.4358975,25672.7543552,22011.242564,14020.5145395,4319.23689379,8852.88265729,4147.69304667,1669.01938449,2475.44969764,47374.3214418,62170.9417124,40302.9647407,41818.6238225,45104.4540611
-81.1683,32.3558,118,39,118148.414312,133025.674794,105386.279547,104503.506958,129051.433808,21820.5189305,25575.2979322,26361.7717643,22294.1635682,12862.2475476,4725.38527461,9862.30472741,5848.53018361,1553.30347675,1573.70442423,61421.6728765,81271.8099344,54232.1981692,45652.5735154,64394.325986,72315.8788545,90338.8705055,57672.5483637,56679.9152402,84198.4436713,21258.1599351,23156.6945553,25827.3612406,22531.0258083,13230.3112813,3704.11088393,8181.44920856,3916.29019678,1264.65277203,1311.77062506,40190.9675003,58100.7309703,33069.5828479,27673.2235145,41796.1014422,60626.7703194,75789.9909782,50991.406711,50463.5717237,64901.4920501,20594.055128,20177.1762591,24709.779589,23392.6138381,13803.2105008,3382.4309748,7135.06314197,3584.5676835,1505.65300649,1209.65429977,34083.6563978,49170.8939578,29529.3654204,23288.697743,34175.1877905
-81.1828,32.3478,118,39,118148.414312,133025.674794,105386.279547,104503.506958,129051.433808,21820.5189305,25575.2979322,26361.7717643,22294.1635682,12862.2475476,4725.38527461,9862.30472741,5848.53018361,1553.30347675,1573.70442423,61421.6728765,81271.8099344,54232.1981692,45652.5735154,64394.325986,72315.8788545,90338.8705055,57672.5483637,56679.9152402,84198.4436713,21258.1599351,23156.6945553,25827.3612406,22531.0258083,13230.3112813,3704.11088393,8181.44920856,3916.29019678,1264.65277203,1311.77062506,40190.9675003,58100.7309703,33069.5828479,27673.2235145,41796.1014422,60626.7703194,75789.9909782,50991.406711,50463.5717237,64901.4920501,20594.055128,20177.1762591,24709.779589,23392.6138381,13803.2105008,3382.4309748,7135.06314197,3584.5676835,1505.65300649,1209.65429977,34083.6563978,49170.8939578,29529.3654204,23288.697743,34175.1877905
-83.6036,32.4853,112,38,99206.0659408,114870.848105,87103.6195987,95239.6755549,99141.8968896,20336.9298259,25519.9521006,23970.3287665,19994.3162044,11584.5751619,4864.17264136,11412.8399679,4673.49753595,1638.25260203,1678.24644686,50304.8676386,65147.2481283,39529.1153508,45035.1405103,51414.8059194,62697.0557232,81371.6596039,48405.0542931,51583.6136271,69138.2830954,20628.4824179,22854.8503984,25872.5469704,21238.4987271,12312.5921076,3560.88680487,8319.46515739,3321.77322354,1123.33807197,1320.58868882,36093.2613455,51522.8858146,25534.4808435,27780.8938537,39299.2908541,53816.7151968,69068.1454248,43129.4966879,45702.442643,57074.3868662,20166.3521297,19346.3804456,25362.2586914,22753.1301426,12904.4104712,3287.0724579,7256.72849482,3047.77366839,1494.71803616,1250.48619766,32802.3079937,44663.0247438,23321.363767,26329.4193198,36470.1159868
-83.5831,32.5806,112,38,115865.230957,131542.116782,105071.527246,111230.431735,115141.298907,20967.0921782,24874.6513715,25818.6910108,21135.6703633,11781.9104959,5193.65549889,11632.1296214,5470.4992193,1767.08169175,1849.00407176,63969.4592944,78456.7495625,54287.1238869,62478.7646487,60562.4998305,70670.2518252,89634.7968691,57424.1962762,58000.4846679,77325.8631554,21041.6336794,22283.0110628,27247.6703003,21847.3177113,12555.1758418,3787.45882629,8494.98887217,3849.06465716,1180.73183513,1463.46368739,43098.986399,58475.1383029,32753.576739,36900.1416953,44122.7955342,59936.8866883,75226.1666005,50647.6636555,50819.0008088,62761.0687482,20378.641476,18978.327024,26489.2466664,22681.7344862,13077.8529747,3449.28038895,7418.90225063,3490.74107719,1418.78014175,1371.59527777,37958.2481632,49377.931247,29128.6746446,33679.0157647,39366.6191747
-83.8072,33.0583,111,40,136346.47701,153510.407063,125831.689952,130197.422718,135399.441426,21624.0627599,24606.5806496,27590.701429,22195.4774337,11859.1359492,5587.06370997,12184.312466,6181.3864214,1906.48444109,2017.21885588,81866.1450245,96177.8694009,78734.2942105,81503.0974477,70973.0613248,80399.4401592,100207.816111,67639.9460796,66535.2736973,86948.8743809,21538.6247691,21950.5867778,28671.0202808,22673.4835548,12629.5719352,4057.774811,8814.58740453,4363.97336583,1278.75696486,1612.40814269,51239.4947896,66975.2592991,43771.1887145,45587.9267751,48544.3775854,67524.9318779,82987.2703802,59204.3966677,58151.6781437,69495.2341966,20616.5336991,18724.125207,27601.4297887,22719.5203055,13156.7970485,3670.63136796,7695.92628838,3917.76986233,1471.30806807,1501.69398057,43684.7811216,54766.8129678,37705.4866298,40708.2200477,41392.3205028
-85.2769,33.9486,107,42,137899.013324,167547.094806,122243.876843,113508.455139,147932.961473,21337.0372555,25730.7967349,25365.0153759,22790.3089046,11167.9759485,6102.84131141,13447.7179547,6416.58273471,2157.12225068,2313.12113807,78914.3730521,107721.095365,63264.7635245,60750.2780303,83808.038227,81447.1345302,106578.637352,66321.6800702,60457.2650541,92194.5482771,21346.8356739,22712.2907287,26637.9047223,23645.8204977,12109.9422587,4215.55035052,9103.80209789,4440.26130343,1416.46759188,1748.65083638,52475.6140521,74226.3950555,37587.6820405,40311.5144222,57697.3053713,67793.0383795,87281.2031596,57734.3927335,53144.3060092,72780.8723146,20259.4733193,19391.9955182,26050.6282221,22443.8935536,12850.0376957,3763.12717439,7950.83735208,3909.23386257,1512.29533326,1578.52781027,44811.6265131,59282.7243651,33409.7919468,37854.9096846,48511.445767
-83.8464,32.9856,111,39,136346.47701,153510.407063,125831.689952,130197.422718,135399.441426,21624.0627599,24606.5806496,27590.701429,22195.4774337,11859.1359492,5587.06370997,12184.312466,6181.3864214,1906.48444109,2017.21885588,81866.1450245,96177.8694009,78734.2942105,81503.0974477,70973.0613248,80399.4401592,100207.816111,67639.9460796,66535.2736973,86948.8743809,21538.6247691,21950.5867778,28671.0202808,22673.4835548,12629.5719352,4057.774811,8814.58740453,4363.97336583,1278.75696486,1612.40814269,51239.4947896,66975.2592991,43771.1887145,45587.9267751,48544.3775854,67524.9318779,82987.2703802,59204.3966677,58151.6781437,69495.2341966,20616.5336991,18724.125207,27601.4297887,22719.5203055,13156.7970485,3670.63136796,7695.92628838,3917.76986233,1471.30806807,1501.69398057,43684.7811216,54766.8129678,37705.4866298,40708.2200477,41392.3205028
-84.0814,31.3869,111,34,91429.0118595,109543.862258,77754.6839564,82179.6712154,95884.874093,19155.0435374,25389.7465101,21264.4514773,18005.2357091,11673.4952399,4280.69321304,10360.5433837,3743.03221773,1387.02770595,1579.43153341,42947.1523069,63740.3503275,26655.4346333,33551.60121,47735.3217226,58575.2384362,77045.4627154,44144.0315452,45509.4891076,67271.2461946,19658.0662575,22871.5885549,23830.6340179,19322.5051482,12330.3116767,3099.9216796,7272.87101528,2734.16536887,986.15186673,1248.57550602,30454.3307802,46632.7449916,18109.8943225,21369.3117434,35522.2190863,50238.9350608,65606.5952816,39699.8896447,40516.5513593,54800.1262793,19461.9865792,19816.9333269,23543.2068049,21208.6372184,12969.1253653,2886.59264638,6374.03395669,2562.22290308,1358.64643982,1151.75099082,27427.7201836,40072.6420346,16840.6228073,20243.4779454,32198.3096479
-84.6917,32.5892,109,38,104038.902731,124312.81845,87461.3909035,96684.8959761,107305.060808,19347.194335,22966.2116961,22700.9682505,20161.8791511,11286.4520212,4313.55195741,10412.877032,3809.20673808,1386.21782528,1597.9425199,62948.492521,77962.8638482,48872.9393588,67983.8990153,56859.7134718,64583.5996605,85336.0098281,48457.3111117,50978.6936146,73239.5311554,19610.4491175,20716.2811706,24348.3775022,20784.1509706,12325.2014733,3084.9330425,7344.63600932,2694.80135917,879.4274304,1272.50875149,41780.0947764,55251.1635988,29681.1596056,39468.2369468,42658.021192,54925.8002653,71942.6328042,43034.3794059,44662.2490196,59743.7250456,18999.230641,18013.7525461,23628.2794336,21301.8950588,12770.5398646,2846.83729913,6501.06838976,2479.64035272,1161.85351003,1158.14779055,37239.654216,46794.5785553,26607.7277057,36840.5431178,38507.0205862
-84.9996,33.3516,108,40,119107.30635,147002.383159,106612.356061,91966.1932346,130437.141192,20008.3207018,24579.5043688,23231.6624566,20666.8540584,11250.7827954,5550.80633682,12651.8536649,5286.57322224,1635.75894577,2555.72921689,68674.4168783,90664.801302,58370.0464967,53663.323408,71896.010389,72320.2092839,96845.7374491,58921.9812494,49420.8244539,83839.8103757,19979.2586551,21862.7997722,24571.417864,21216.3649681,11987.5933066,3867.35791101,8505.7836895,3712.5188584,1109.7606377,1965.21158682,47356.9429634,65336.7983994,35793.4257473,37876.2030406,50285.6483921,60855.2171642,80261.14022,51797.6319796,43494.5350944,67616.6706067,18781.9810414,18572.4953358,24126.6427527,19677.5896082,12437.2356598,3465.28224338,7462.40875628,3297.06966835,1189.94490288,1801.56227509,41348.8531389,53644.2980758,32183.393188,35316.5769372,43992.9231973
-84.9182,34.7094,108,44,151157.769514,171342.239777,130958.738025,133747.801317,168207.594958,22910.2572796,27898.9090171,25635.284355,24673.4352965,13183.8282161,7448.34377121,15717.531027,8137.27781415,1991.28067639,3833.63826807,81009.9535829,105157.411614,59093.6334397,62715.4171499,96883.6402649,87965.1504116,110255.717185,70017.1306742,69094.011284,102279.477393,22119.542002,24596.2957086,24962.8449772,24752.283325,13889.3822687,5292.61812585,11284.8243902,5258.37752261,1549.15608606,2856.62170987,57783.5517084,79729.6871153,37818.3751648,47493.5161235,65776.5878998,72965.4047113,90354.2802052,60553.6402801,60142.2156778,80602.1640859,20905.3877585,20643.9620568,24794.9727071,23642.1021082,14177.8332153,4667.22690027,9716.09882914,4544.79459743,1581.18345481,2685.81652546,48336.170004,64106.5737904,34743.2658552,39866.6493498,54417.995225
-83.6969,33.8147,111,42,167251.466089,189868.304668,142528.584815,164140.53376,171984.096585,21867.7687872,25990.3429773,26633.2051421,21586.591309,12992.6953625,6838.6788576,14818.729183,6945.10453952,2127.53959118,3370.5396153,93855.4278178,118177.009293,83313.3738524,84318.1624915,89471.4474595,94330.7027697,116696.434622,74968.1053987,82218.4732974,103223.22545,21279.7309475,22645.9004734,26226.7327635,22351.9363022,13679.9733096,4839.16056737,10257.3308917,4691.29044593,1529.46845049,2658.20307536,57703.021523,79550.2735771,46449.7662857,48012.3396107,56720.0523023,78231.0172768,94812.5634247,65038.2742008,71810.914601,81053.0656115,20113.0462713,18444.4358975,25672.7543552,22011.242564,14020.5145395,4319.23689379,8852.88265729,4147.69304667,1669.01938449,2475.44969764,47374.3214418,62170.9417124,40302.9647407,41818.6238225,45104.4540611
-85.0345,33.4124,108,40,119107.30635,147002.383159,106612.356061,91966.1932346,130437.141192,20008.3207018,24579.5043688,23231.6624566,20666.8540584,11250.7827954,5550.80633682,12651.8536649,5286.57322224,1635.75894577,2555.72921689,68674.4168783,90664.801302,58370.0464967,53663.323408,71896.010389,72320.2092839,96845.7374491,58921.9812494,49420.8244539,83839.8103757,19979.2586551,21862.7997722,24571.417864,21216.3649681,11987.5933066,3867.35791101,8505.7836895,3712.5188584,1109.7606377,1965.21158682,47356.9429634,65336.7983994,35793.4257473,37876.2030406,50285.6483921,60855.2171642,80261.14022,51797.6319796,43494.5350944,67616.6706067,18781.9810414,18572.4953358,24126.6427527,19677.5896082,12437.2356598,3465.28224338,7462.40875628,3297.06966835,1189.94490288,1801.56227509,41348.8531389,53644.2980758,32183.393188,35316.5769372,43992.9231973
-85.0399,33.4082,108,40,119107.30635,147002.383159,106612.356061,91966.1932346,130437.141192,20008.3207018,24579.5043688,23231.6624566,20666.8540584,11250.7827954,5550.80633682,12651.8536649,5286.57322224,1635.75894577,2555.72921689,68674.4168783,90664.801302,58370.0464967,53663.323408,71896.010389,72320.2092839,96845.7374491,58921.9812494,49420.8244539,83839.8103757,19979.2586551,21862.7997722,24571.417864,21216.3649681,11987.5933066,3867.35791101,8505.7836895,3712.5188584,1109.7606377,1965.21158682,47356.9429634,65336.7983994,35793.4257473,37876.2030406,50285.6483921,60855.2171642,80261.14022,51797.6319796,43494.5350944,67616.6706067,18781.9810414,18572.4953358,24126.6427527,19677.5896082,12437.2356598,3465.28224338,7462.40875628,3297.06966835,1189.94490288,1801.56227509,41348.8531389,53644.2980758,32183.393188,35316.5769372,43992.9231973
-85.0373,33.4063,108,40,119107.30635,147002.383159,106612.356061,91966.1932346,130437.141192,20008.3207018,24579.5043688,23231.6624566,20666.8540584,11250.7827954,5550.80633682,12651.8536649,5286.57322224,1635.75894577,2555.72921689,68674.4168783,90664.801302,58370.0464967,53663.323408,71896.010389,72320.2092839,96845.7374491,58921.9812494,49420.8244539,83839.8103757,19979.2586551,21862.7997722,24571.417864,21216.3649681,11987.5933066,3867.35791101,8505.7836895,3712.5188584,1109.7606377,1965.21158682,47356.9429634,65336.7983994,35793.4257473,37876.2030406,50285.6483921,60855.2171642,80261.14022,51797.6319796,43494.5350944,67616.6706067,18781.9810414,18572.4953358,24126.6427527,19677.5896082,12437.2356598,3465.28224338,7462.40875628,3297.06966835,1189.94490288,1801.56227509,41348.8531389,53644.2980758,32183.393188,35316.5769372,43992.9231973
-82.9803,33.0917,113,40,115251.886028,129148.852082,103520.534528,110070.89525,117899.589876,21440.019491,24773.5674808,25244.1687416,23183.8951627,12326.0239183,5097.40631767,11803.7025991,5034.07594122,1585.57365697,1906.06415579,70348.2253956,80696.3715465,64318.7972371,73450.5866516,62853.6212668,70742.4448388,88970.2194496,57041.2403516,57650.6852131,79053.418167,21641.4388365,22381.1441313,27464.5447668,23283.9920824,13180.8151092,3865.72537923,9054.6925641,3563.03565366,1147.78023482,1535.15586737,47656.5788797,61191.5131956,38688.0670854,45125.4487398,45489.9160472,59976.4589952,74953.4684811,50417.8739822,50655.0772267,63625.2785071,20711.8120437,19533.4198394,26375.5562524,23029.8395448,13638.0281856,3512.79162428,7904.96103752,3207.97396802,1435.51824962,1408.99149208,41647.6519477,51989.6385372,34622.7291463,39703.4208453,40036.8684202
