Longitude,Latitude,x,y,PM25 Annual Ground,PM25 Winter Ground,PM25 Spring Ground,PM25 Summer Ground,PM25 Fall Ground,SO2 Annual Ground,SO2 Winter Ground,SO2 Spring Ground,SO2 Summer Ground,SO2 Fall Ground,NOX Annual Ground,NOX Winter Ground,NOX Spring Ground,NOX Summer Ground,NOX Fall Ground,NH3 Annual Ground,NH3 Winter Ground,NH3 Spring Ground,NH3 Summer Ground,NH3 Fall Ground,PM25 Annual 150m,PM25 Winter 150m,PM25 Spring 150m,PM25 Summer 150m,PM25 Fall 150m,SO2 Annual 150m,SO2 Winter 150m,SO2 Spring 150m,SO2 Summer 150m,SO2 Fall 150m,NOX Annual 150m,NOX Winter 150m,NOX Spring 150m,NOX Summer 150m,NOX Fall 150m,NH3 Annual 150m,NH3 Winter 150m,NH3 Spring 150m,NH3 Summer 150m,NH3 Fall 150m,PM25 Annual 300m,PM25 Winter 300m,PM25 Spring 300m,PM25 Summer 300m,PM25 Fall 300m,SO2 Annual 300m,SO2 Winter 300m,SO2 Spring 300m,SO2 Summer 300m,SO2 Fall 300m,NOX Annual 300m,NOX Winter 300m,NOX Spring 300m,NOX Summer 300m,NOX Fall 300m,NH3 Annual 300m,NH3 Winter 300m,NH3 Spring 300m,NH3 Summer 300m,NH3 Fall 300m
-74.2461,40.5564,130,67,684123.910608,687691.995906,682342.139666,771309.438473,594917.8749,41250.5468274,19893.8212791,58946.0157264,54235.9554984,31829.1694389,47141.2814225,40858.4656248,51133.7235229,34405.0543732,61877.8772492,415355.497728,570138.53633,379666.399135,383552.776318,327884.23655,316714.284558,313332.205802,321342.298504,359585.212315,272104.116102,40016.2807071,17034.705045,56787.1139999,56085.4096815,30138.4748179,35555.8155736,24359.8922615,40593.0676682,17788.3481655,58850.1877997,171031.10042,259039.018607,151609.062366,125747.032252,146037.727249,250082.233983,232883.049924,260186.835585,313331.961653,193490.067868,37360.8482434,13693.0639177,52751.0309442,56748.4790624,26187.6846776,32653.8648087,20707.0109695,33215.8363112,15095.8630765,61394.1369325,119442.774553,160804.919698,112245.891888,119357.887883,83854.5701078
-75.0578,39.451,129,63,370472.466508,384639.950232,364340.810012,381803.827721,351088.484159,36649.4556531,25445.1114934,49070.8698816,45521.2114765,26503.0696222,26885.4086535,32047.2119148,35260.2895992,14080.3578281,26047.1534605,200406.650551,294919.686997,178203.884997,134917.223016,193548.146677,193398.567245,206731.960295,186937.797054,194736.723241,185134.579084,34957.1139314,22607.2943964,44847.4113642,46333.1010866,25999.7036111,20807.8558868,24769.6192701,25311.9051818,9393.11042511,23515.691825,113778.021116,184089.273361,96019.932355,67750.4749191,107164.409765,156951.152016,161688.57865,156184.411861,172392.794482,137495.364695,32646.8865694,19013.3184634,42606.574209,45066.4427545,23773.7931844,18627.8952392,20821.7521465,20834.9519238,8283.57593916,24437.1052522,85535.8289674,130167.124702,79303.3450688,60839.8412978,71697.3587428
-75.2214,39.8418,128,64,628189.915172,628571.209302,644639.62047,675301.631531,564075.386815,37682.2877282,22159.8000197,50622.0946474,50318.8371063,27584.242,33369.4033848,36904.3137193,41802.2020805,18726.2873487,35840.3857183,350993.489601,513914.759247,307417.522956,268496.395893,314048.514311,293154.007981,292462.034677,302760.306615,315832.642839,261240.253604,36079.8714994,19170.711237,48124.0440537,50144.8043316,26864.6028579,25311.246771,24506.4537955,31545.1310106,12826.613743,31904.4873819,159202.36617,249016.300499,130554.698558,111841.4627,144575.35228,231480.149922,218937.940398,245775.707246,275071.379582,185848.866977,33593.7271639,15596.3295276,45387.9119178,49074.2658068,24239.7573779,22399.477238,20711.6217537,25870.9355864,10372.3168924,32442.2104942,109187.776985,157997.262906,100353.270676,92290.4555092,84875.1870199
-74.3192,40.515,130,67,684123.910608,687691.995906,682342.139666,771309.438473,594917.8749,41250.5468274,19893.8212791,58946.0157264,54235.9554984,31829.1694389,47141.2814225,40858.4656248,51133.7235229,34405.0543732,61877.8772492,415355.497728,570138.53633,379666.399135,383552.776318,327884.23655,316714.284558,313332.205802,321342.298504,359585.212315,272104.116102,40016.2807071,17034.705045,56787.1139999,56085.4096815,30138.4748179,35555.8155736,24359.8922615,40593.0676682,17788.3481655,58850.1877997,171031.10042,259039.018607,151609.062366,125747.032252,146037.727249,250082.233983,232883.049924,260186.835585,313331.961653,193490.067868,37360.8482434,13693.0639177,52751.0309442,56748.4790624,26187.6846776,32653.8648087,20707.0109695,33215.8363112,15095.8630765,61394.1369325,119442.774553,160804.919698,112245.891888,119357.887883,83854.5701078
-106.848,32.1134,51,36,32215.0300076,45621.6776372,20433.9797198,20576.9062303,42155.1980609,7163.18424489,13862.9685469,3984.03173864,4916.30524016,5731.74737941,1117.1957818,3518.93411575,253.51685963,150.011438754,527.653134055,9633.13059937,16884.651099,3670.69573997,4482.30755547,13467.1004215,21654.8258816,30244.5404412,11598.8462607,12922.7872912,31810.0652578,8488.74112162,16638.7427373,4328.02665266,5831.4117524,6947.51349137,985.405915967,3103.56449204,230.298419514,152.784890323,406.183666146,7958.80568358,12256.5087924,2871.41994218,3788.82295456,12849.1292741,20276.7976637,27530.3967182,10845.7458473,12092.7642571,30582.5973385,9264.0091287,18158.2109103,4664.02276994,5393.30412502,8534.92536477,917.105114645,2896.26909373,236.439805185,133.828229494,353.567601791,7937.02728197,10990.9025139,3015.90556185,3978.26603078,13625.1678152
-108.2153,36.7164,49,50,26984.3480928,38535.640749,15141.6408357,16937.0861961,37312.7573561,10869.2308686,24055.560778,5653.67111627,5227.43029098,8408.86923563,1185.29687628,3338.99872547,389.495923114,244.485335177,726.650263876,9879.19659231,15802.3925374,5346.3838618,5594.11667495,12771.4811609,19592.6712103,30213.5269546,8853.64844259,10328.641938,28945.3260871,11995.9447206,27444.4155476,4873.48084401,5936.05303841,9321.62446814,1473.18353737,4651.74221196,340.425460742,182.252551074,706.380338104,9653.62838723,17199.421672,3931.48988995,3690.42853276,13599.3687853,18298.9350726,27480.9138643,8151.53387093,9392.46600081,28132.762793,12993.853569,30359.4378953,4993.74431818,6009.1742621,10320.073145,1391.64399101,4272.38252632,338.581959474,107.297088869,813.004204912,9926.76103496,16963.258419,3860.5693516,3988.53295437,14653.8648289
-103.3533,32.7131,60,37,22542.6310479,29807.9260729,11402.4565164,11906.8585618,36983.7605197,9587.96850177,16080.5514788,6165.03207634,6767.67625537,9203.29711931,1046.63977666,2796.37320996,365.66443023,167.859130229,834.7189748,8409.40398219,12361.3388258,4405.28790347,3552.2503356,13307.1323133,17288.959598,23045.4586317,7836.4551837,8249.41008021,29953.8853638,11015.278359,19350.7681176,6440.8915631,7421.0643103,10530.8454982,1219.65357552,3586.54563524,296.087905743,185.854668329,759.452438854,8549.06188171,12226.8972952,4202.71830147,3733.94404819,13979.7481438,16342.3438722,21881.8846806,7648.42039628,7766.61567406,27985.8584488,11710.9424709,22322.0794139,6606.93075334,6509.25939651,11058.0124299,1141.94126595,3305.3501227,296.895995038,189.365115396,720.729372826,8967.27551864,12574.6588472,4487.67566688,3611.85134051,15060.6137423
-108.082,35.4159,49,46,18635.639504,29020.7691539,8746.23208616,9947.538648,26808.3463427,8928.77795558,18814.9446882,3893.18914118,4955.42176074,7951.52721334,756.884488656,1908.59633229,202.953982318,106.378604297,785.764085913,7736.2522682,14018.459547,3594.70818413,3619.71802228,9708.46159497,13910.4466894,21760.6231429,5638.85118689,6709.90450221,21511.524178,10006.9318408,21084.2970885,3882.87936892,5614.47821724,9196.51640601,889.562630286,2446.29735037,192.527647133,119.581424222,782.433125253,7821.04464475,13359.9710022,2889.87124214,3142.82864187,11868.7864105,13039.3995915,20184.8863503,5315.59807464,6223.67122079,20405.4584315,10143.7889497,21495.1799187,4000.27265255,5516.22788328,9325.89441814,883.113520965,2364.19713216,189.905653124,114.269218653,832.246426253,8046.95279139,13289.6181779,2953.4680928,3048.62149063,12827.8478764
-108.4814,36.69,49,50,20100.2783523,27230.6192022,11110.77222,11845.6827342,30186.8881545,10536.0877898,23982.0493851,5391.81659901,5308.5101548,7331.35131518,948.736502323,2730.8903086,327.93309616,174.676409707,525.345430278,8320.31074562,12373.97794,4404.04238358,5712.95542304,10787.6848543,15777.1376024,24202.6485374,6712.85544576,7381.49800767,24775.9775715,12285.0316916,29604.3436242,4679.31255325,5792.63597732,8385.2927332,1348.29247181,4449.7514997,286.611865805,129.052387849,516.718037673,8802.39688001,15159.1802507,3589.46196242,4155.4887184,12142.4076921,15202.8980638,22683.4669932,6284.06824476,6730.99810328,25067.6963477,14851.8607383,39616.1418731,4759.60712481,5376.33995303,9341.88457787,1264.71354741,4101.06395846,286.787303043,69.2691358533,574.569252757,9612.65100384,15930.2005943,3672.28909696,4484.67572304,14143.985163
-103.3095,32.7282,61,37,22542.6310479,29807.9260729,11402.4565164,11906.8585618,36983.7605197,9587.96850177,16080.5514788,6165.03207634,6767.67625537,9203.29711931,1046.63977666,2796.37320996,365.66443023,167.859130229,834.7189748,8409.40398219,12361.3388258,4405.28790347,3552.2503356,13307.1323133,17288.959598,23045.4586317,7836.4551837,8249.41008021,29953.8853638,11015.278359,19350.7681176,6440.8915631,7421.0643103,10530.8454982,1219.65357552,3586.54563524,296.087905743,185.854668329,759.452438854,8549.06188171,12226.8972952,4202.71830147,3733.94404819,13979.7481438,16342.3438722,21881.8846806,7648.42039628,7766.61567406,27985.8584488,11710.9424709,22322.0794139,6606.93075334,6509.25939651,11058.0124299,1141.94126595,3305.3501227,296.895995038,189.365115396,720.729372826,8967.27551864,12574.6588472,4487.67566688,3611.85134051,15060.6137423
-106.817,34.6178,52,43,27157.4326899,36100.2074373,16213.9135637,18195.8947318,38083.6549202,7425.23920374,14703.579072,4232.29660492,4669.52885789,5984.47909011,943.524420974,2737.74994267,262.437733276,111.842502673,637.680623296,9067.32034524,13643.3695896,4987.54632806,5954.05494784,11671.4412662,18880.1293218,26745.2948136,8965.96504316,11081.9126649,28694.7682606,8711.60236128,17943.4761013,4216.7733117,5299.49660502,7062.73160437,957.002324466,2865.18991969,242.250103208,118.101174318,566.502714264,7783.5755669,12064.3001446,3409.09375393,4593.99233882,10991.9080933,17680.3624467,24485.1162385,8234.49311927,10158.7266675,27800.8562322,9922.58175075,21444.5274545,4403.16238511,5089.65959637,8469.18861773,905.705631907,2719.66329753,244.355036111,102.976544091,513.372695207,7729.93385249,11544.6080386,3399.60577462,4396.14924494,11487.5328886
-108.6975,32.3494,46,37,16277.7746221,21134.3948044,7328.37720272,9330.81427529,27285.4751528,6106.8852994,10115.6228669,3591.52489975,4735.19616625,5847.92116356,651.864184281,1873.61051692,138.465357733,107.812862007,474.136436627,5684.31717218,7874.90790917,2182.7098623,4639.0055032,8029.16893019,12954.2446468,18142.2371864,4659.19469064,6251.30818305,22707.570429,7374.19198067,13046.8497306,3643.34319158,5489.58845039,7029.00650868,665.56505796,1977.25692833,125.151529663,82.1584793871,437.048433879,5350.47635483,7515.57228352,2112.70294159,3678.57788891,8052.92404348,12694.2594433,17549.6635728,4537.23747996,5858.53043607,22761.1688253,8472.75444064,16681.9080365,3803.59084782,4989.64747362,8139.07489481,635.898336063,1934.06621907,131.465621645,76.3614466243,366.685410186,6024.92732024,8032.80803914,2367.52986968,4404.31663707,9210.96022948
-107.78,32.2983,49,36,14551.8451022,20397.2262111,8555.27907743,8751.00058759,20480.0263476,6184.48079744,11441.8043572,3496.15005545,4768.0963999,4883.16659133,639.827644137,2041.45979906,145.059413605,121.778391706,241.819723486,4839.45528747,7007.83572467,2277.12766153,3884.11345788,6181.22644518,11897.9171885,17534.163732,5516.97545945,5940.71286082,18552.5085714,7466.00322238,14511.3629686,3734.34591821,5553.34127193,5852.53803989,682.546759674,2266.18667078,135.917069408,91.9069613391,209.474121745,4906.25669696,7238.88281582,2208.39435755,3331.58568444,6754.70832492,11902.8972452,17074.8284411,5388.75855844,5592.29693515,19492.9545621,8232.44643899,16810.6489157,3933.83186465,4940.7803808,6994.3984762,655.155015133,2188.9724991,142.156294696,77.6311162861,186.027875075,5815.30209481,7828.61348872,2469.72005253,4112.97002404,8656.37267657
-103.31,32.7131,61,37,22542.6310479,29807.9260729,11402.4565164,11906.8585618,36983.7605197,9587.96850177,16080.5514788,6165.03207634,6767.67625537,9203.29711931,1046.63977666,2796.37320996,365.66443023,167.859130229,834.7189748,8409.40398219,12361.3388258,4405.28790347,3552.2503356,13307.1323133,17288.959598,23045.4586317,7836.4551837,8249.41008021,29953.8853638,11015.278359,19350.7681176,6440.8915631,7421.0643103,10530.8454982,1219.65357552,3586.54563524,296.087905743,185.854668329,759.452438854,8549.06188171,12226.8972952,4202.71830147,3733.94404819,13979.7481438,16342.3438722,21881.8846806,7648.42039628,7766.61567406,27985.8584488,11710.9424709,22322.0794139,6606.93075334,6509.25939651,11058.0124299,1141.94126595,3305.3501227,296.895995038,189.365115396,720.729372826,8967.27551864,12574.6588472,4487.67566688,3611.85134051,15060.6137423
-108.5494,32.2363,47,36,16277.7746221,21134.3948044,7328.37720272,9330.81427529,27285.4751528,6106.8852994,10115.6228669,3591.52489975,4735.19616625,5847.92116356,651.864184281,1873.61051692,138.465357733,107.812862007,474.136436627,5684.31717218,7874.90790917,2182.7098623,4639.0055032,8029.16893019,12954.2446468,18142.2371864,4659.19469064,6251.30818305,22707.570429,7374.19198067,13046.8497306,3643.34319158,5489.58845039,7029.00650868,665.56505796,1977.25692833,125.151529663,82.1584793871,437.048433879,5350.47635483,7515.57228352,2112.70294159,3678.57788891,8052.92404348,12694.2594433,17549.6635728,4537.23747996,5858.53043607,22761.1688253,8472.75444064,16681.9080365,3803.59084782,4989.64747362,8139.07489481,635.898336063,1934.06621907,131.465621645,76.3614466243,366.685410186,6024.92732024,8032.80803914,2367.52986968,4404.31663707,9210.96022948
-106.6019,35.1716,53,45,35841.6067312,44915.1193011,25188.5266846,25002.0488973,48192.2356523,7980.91423046,16833.5245559,4714.03184564,4483.10531423,5774.04861107,1058.91074583,3163.10599176,367.606697494,136.999756097,541.876511494,11321.9450571,17285.5184066,6910.37152004,6556.03031304,14516.1889339,23396.2590516,31631.3692514,13117.4433975,14666.1476859,34143.7936326,9328.97550959,20349.4625494,4621.63978632,5202.3223173,6787.03750328,1071.22207737,3313.75738748,339.827150389,142.66315918,456.470763539,8977.29085748,14285.0090816,4116.98308138,4609.05844831,12801.6967085,21446.393475,28362.6187079,11772.9224424,13348.8125811,32266.4622994,10734.0289178,24221.5051691,4851.87327883,5217.25176458,8356.49849234,1006.62010975,3101.11532511,339.412075823,119.061260447,425.106870003,8488.5806739,12955.2023288,3905.41678338,4331.39924089,12665.4954865
-106.644,35.026,53,44,35841.6067312,44915.1193011,25188.5266846,25002.0488973,48192.2356523,7980.91423046,16833.5245559,4714.03184564,4483.10531423,5774.04861107,1058.91074583,3163.10599176,367.606697494,136.999756097,541.876511494,11321.9450571,17285.5184066,6910.37152004,6556.03031304,14516.1889339,23396.2590516,31631.3692514,13117.4433975,14666.1476859,34143.7936326,9328.97550959,20349.4625494,4621.63978632,5202.3223173,6787.03750328,1071.22207737,3313.75738748,339.827150389,142.66315918,456.470763539,8977.29085748,14285.0090816,4116.98308138,4609.05844831,12801.6967085,21446.393475,28362.6187079,11772.9224424,13348.8125811,32266.4622994,10734.0289178,24221.5051691,4851.87327883,5217.25176458,8356.49849234,1006.62010975,3101.11532511,339.412075823,119.061260447,425.106870003,8488.5806739,12955.2023288,3905.41678338,4331.39924089,12665.4954865
-106.5472,31.8047,52,35,32038.3001572,43941.9642207,20345.7937809,19758.4507013,44033.2300477,7174.07793896,13298.3146799,4249.75488722,5682.42447704,5338.40425801,827.161378543,2571.25106283,237.415192767,140.454227305,346.859721985,11888.9763651,19044.222803,6088.20740104,7188.25070497,15220.4354535,21524.3763307,29106.8872026,11845.9313991,12290.4724476,32806.2401343,8483.80657593,16378.3924462,4570.03898918,6339.97870554,6406.24155833,871.118394455,2817.31142648,218.808814705,140.9018686,276.05085953,9574.10650952,13833.8093866,4421.49304048,5841.5188088,14145.8860709,20082.1201422,26617.2082824,11147.6185176,11436.5103948,31066.8110837,9304.32050357,19088.871027,4758.38793963,5368.14495404,7711.0572448,818.628765709,2651.41139373,223.983168694,120.952751058,246.205390901,9589.89041397,12747.3586629,4481.43401295,5847.81154106,15153.8043639
-108.4386,36.8006,49,50,20100.2783523,27230.6192022,11110.77222,11845.6827342,30186.8881545,10536.0877898,23982.0493851,5391.81659901,5308.5101548,7331.35131518,948.736502323,2730.8903086,327.93309616,174.676409707,525.345430278,8320.31074562,12373.97794,4404.04238358,5712.95542304,10787.6848543,15777.1376024,24202.6485374,6712.85544576,7381.49800767,24775.9775715,12285.0316916,29604.3436242,4679.31255325,5792.63597732,8385.2927332,1348.29247181,4449.7514997,286.611865805,129.052387849,516.718037673,8802.39688001,15159.1802507,3589.46196242,4155.4887184,12142.4076921,15202.8980638,22683.4669932,6284.06824476,6730.99810328,25067.6963477,14851.8607383,39616.1418731,4759.60712481,5376.33995303,9341.88457787,1264.71354741,4101.06395846,286.787303043,69.2691358533,574.569252757,9612.65100384,15930.2005943,3672.28909696,4484.67572304,14143.985163
-106.732,34.6063,52,43,27157.4326899,36100.2074373,16213.9135637,18195.8947318,38083.6549202,7425.23920374,14703.579072,4232.29660492,4669.52885789,5984.47909011,943.524420974,2737.74994267,262.437733276,111.842502673,637.680623296,9067.32034524,13643.3695896,4987.54632806,5954.05494784,11671.4412662,18880.1293218,26745.2948136,8965.96504316,11081.9126649,28694.7682606,8711.60236128,17943.4761013,4216.7733117,5299.49660502,7062.73160437,957.002324466,2865.18991969,242.250103208,118.101174318,566.502714264,7783.5755669,12064.3001446,3409.09375393,4593.99233882,10991.9080933,17680.3624467,24485.1162385,8234.49311927,10158.7266675,27800.8562322,9922.58175075,21444.5274545,4403.16238511,5089.65959637,8469.18861773,905.705631907,2719.66329753,244.355036111,102.976544091,513.372695207,7729.93385249,11544.6080386,3399.60577462,4396.14924494,11487.5328886
-114.9622,36.4178,33,52,168820.237215,196097.554114,133775.217389,165532.840458,179364.702536,10008.9466585,11197.2835758,7923.3566931,10923.0961008,9920.69657064,2843.49231498,5935.8072833,1125.53808394,665.123381206,3598.42086712,50890.6276824,77261.9421704,31649.0508762,57157.1691496,37477.8312258,79854.8792181,90850.7009857,58708.6388574,77716.505047,92122.660278,10694.1682167,12474.2162851,7683.23430136,11122.3805293,11380.1833296,2837.36305071,5354.69710738,1187.25001499,762.861303672,3858.60678506,23033.4325317,33137.5837455,12879.8223701,23856.4197773,21969.5203934,70907.9192031,72925.627835,50472.3435817,69981.6056727,90235.3496176,10556.1700539,13057.9271483,7619.61434467,10231.1800969,11139.0398706,2665.68407607,4791.90349495,1194.5094772,362.529864038,4161.53603331,17624.0825202,22991.7562055,10641.8582565,18664.3445453,17708.4221663
-114.9228,36.3853,33,52,168820.237215,196097.554114,133775.217389,165532.840458,179364.702536,10008.9466585,11197.2835758,7923.3566931,10923.0961008,9920.69657064,2843.49231498,5935.8072833,1125.53808394,665.123381206,3598.42086712,50890.6276824,77261.9421704,31649.0508762,57157.1691496,37477.8312258,79854.8792181,90850.7009857,58708.6388574,77716.505047,92122.660278,10694.1682167,12474.2162851,7683.23430136,11122.3805293,11380.1833296,2837.36305071,5354.69710738,1187.25001499,762.861303672,3858.60678506,23033.4325317,33137.5837455,12879.8223701,23856.4197773,21969.5203934,70907.9192031,72925.627835,50472.3435817,69981.6056727,90235.3496176,10556.1700539,13057.9271483,7619.61434467,10231.1800969,11139.0398706,2665.68407607,4791.90349495,1194.5094772,362.529864038,4161.53603331,17624.0825202,22991.7562055,10641.8582565,18664.3445453,17708.4221663
-115.0507,36.0875,32,51,71917.5342356,85601.9623803,55841.172167,68367.9605988,77717.6162505,10655.0194878,14433.8297079,7774.08532257,10474.9558952,9859.68035091,2076.7675271,4948.61403674,892.944292001,404.377051793,2017.30538667,21674.4729448,32390.2355131,13674.3050426,23664.6360362,16965.8583303,42121.406084,52811.6432601,28256.0613951,36174.9775106,51225.8014636,11612.8398929,17103.6138386,7146.79056105,10458.9432759,11440.3932349,2418.24856449,5966.01848739,902.743632955,447.555712593,2282.66140267,14286.5222175,21705.779541,7950.319818,13618.632776,13864.6858004,39602.6340931,45739.7114479,25393.3582149,33079.7053991,54172.4594295,12091.7379873,20046.001309,7076.61625867,9344.81019154,11625.2845513,2276.14468613,5309.68598705,919.655459988,224.596539752,2559.46864074,12796.7093096,18282.8496103,7278.14710981,11444.0814563,14158.4494947
-114.9928,35.7867,32,50,44087.4952616,57045.9107645,31615.1624189,38228.6270967,49396.4320646,10686.8584923,15888.092179,7282.54330215,10797.2391551,8685.29593027,1540.15300439,4059.87868175,683.570614612,371.673646793,1011.54007211,12360.5077132,22223.0772488,7622.35439943,8268.59868441,11313.7829,29733.1037364,39057.5113283,19415.7601332,23952.865635,36492.4320195,12218.6807416,19029.4595387,7389.46245611,11441.6394822,10630.2604177,1964.53284587,5492.67814537,731.688819719,471.369360357,1126.10197554,10417.9379679,17782.0150905,5964.72538667,6281.54039873,11643.0638238,28970.1661016,35000.0225272,18356.5788414,22884.5745752,39619.8775752,12953.5954657,22974.8494103,7340.4702503,10058.3612897,11098.1222596,1818.58746923,4910.34796504,741.699526735,315.444524021,1248.30537972,10333.167693,16294.237211,5839.70479892,5854.67332237,13339.6596818
-119.1319,39.1281,25,62,36964.5291292,56127.7155813,21680.4690351,22928.7151878,47027.2853827,10274.2964025,13791.9203618,6954.2147544,9151.78610672,11078.2718957,1955.46010973,5228.05354401,531.05503103,212.197317011,1800.6520126,11689.0421962,23837.7438788,4444.63635511,5606.06931902,12865.3839633,25521.1301743,38805.910621,13605.0180326,14459.8958001,35200.5908861,11241.7055807,15293.8022867,7230.3595108,9402.19455798,12814.3234734,1704.03636682,4151.60159845,534.336222422,245.937325309,1806.51231042,9268.69159173,16287.5511142,3668.34171595,5141.86316629,11960.6908959,23479.4236917,34710.2771055,12548.604093,13530.5508097,33108.3210635,11316.1346616,15605.6984407,7319.11834695,8780.49114884,13327.304666,1567.09760674,3940.82355064,529.622790774,123.025043216,1597.63156991,8519.95807413,14102.2353932,3647.06972446,4871.21503831,11457.7969299
-114.9,36.425,33,52,168820.237215,196097.554114,133775.217389,165532.840458,179364.702536,10008.9466585,11197.2835758,7923.3566931,10923.0961008,9920.69657064,2843.49231498,5935.8072833,1125.53808394,665.123381206,3598.42086712,50890.6276824,77261.9421704,31649.0508762,57157.1691496,37477.8312258,79854.8792181,90850.7009857,58708.6388574,77716.505047,92122.660278,10694.1682167,12474.2162851,7683.23430136,11122.3805293,11380.1833296,2837.36305071,5354.69710738,1187.25001499,762.861303672,3858.60678506,23033.4325317,33137.5837455,12879.8223701,23856.4197773,21969.5203934,70907.9192031,72925.627835,50472.3435817,69981.6056727,90235.3496176,10556.1700539,13057.9271483,7619.61434467,10231.1800969,11139.0398706,2665.68407607,4791.90349495,1194.5094772,362.529864038,4161.53603331,17624.0825202,22991.7562055,10641.8582565,18664.3445453,17708.4221663
-115.1235,36.2317,32,51,168820.237215,196097.554114,133775.217389,165532.840458,179364.702536,10008.9466585,11197.2835758,7923.3566931,10923.0961008,9920.69657064,2843.49231498,5935.8072833,1125.53808394,665.123381206,3598.42086712,50890.6276824,77261.9421704,31649.0508762,57157.1691496,37477.8312258,79854.8792181,90850.7009857,58708.6388574,77716.505047,92122.660278,10694.1682167,12474.2162851,7683.23430136,11122.3805293,11380.1833296,2837.36305071,5354.69710738,1187.25001499,762.861303672,3858.60678506,23033.4325317,33137.5837455,12879.8223701,23856.4197773,21969.5203934,70907.9192031,72925.627835,50472.3435817,69981.6056727,90235.3496176,10556.1700539,13057.9271483,7619.61434467,10231.1800969,11139.0398706,2665.68407607,4791.90349495,1194.5094772,362.529864038,4161.53603331,17624.0825202,22991.7562055,10641.8582565,18664.3445453,17708.4221663
-117.1542,40.8831,30,66,19669.9725082,34508.9608571,9414.06740326,9353.25140354,25402.9649819,9359.0021336,15893.4812974,6571.64528695,7284.8797755,7564.15393472,1256.15726199,4087.4216304,253.985504305,129.991577995,527.712622355,8046.4556895,16689.8719095,2961.04118214,3543.23119595,8990.73517687,16789.079014,31189.0167648,6431.65434982,6454.66146452,23052.9194798,10303.433306,17521.1737301,6843.3761263,7519.22652206,9070.36350778,1084.82521262,3481.27178935,232.681524182,112.297791981,482.566492463,8204.22723156,16669.2346444,2906.31372823,3696.71833042,9517.66113671,15957.8105381,29003.3925973,6083.77795714,6086.47402977,22621.0779554,10453.3254759,17866.7459121,6867.96404155,6590.07525493,10275.2157572,1033.01384716,3436.98819239,234.403788657,55.9949893507,379.083946807,8815.60664177,16995.6436004,3063.89970173,4210.55927305,10948.8049923
-114.6364,36.6531,34,52,54082.1187332,77616.7563636,30713.7008194,34985.1352262,72959.0491683,9536.25131169,11756.7724154,7261.07501385,9363.06891469,9655.47607538,1882.89440319,4475.01915228,546.920028946,335.648760726,2134.80723133,16231.7005401,27716.8457822,8450.48246321,13727.5842714,15030.9462825,33512.0337063,48717.776669,16388.9570514,20241.6493861,48663.9032318,10503.3014559,14226.5400714,6549.00205326,9608.27281743,11357.6951747,2170.46354515,5234.04091663,525.566903309,298.252567956,2531.86553125,11356.4533526,18762.1690139,5768.3148995,8820.29221085,12020.657259,32373.4030699,42610.0005608,15071.7798904,18877.8986747,52885.2750369,10761.8883507,16920.2184049,6502.51427613,8143.88883365,11223.3391888,2051.97805422,4726.56275801,546.379827405,134.236632555,2708.80917817,10816.8402809,16180.0832027,5578.63598144,8951.24243788,12507.1067978
-114.9603,36.4078,33,52,168820.237215,196097.554114,133775.217389,165532.840458,179364.702536,10008.9466585,11197.2835758,7923.3566931,10923.0961008,9920.69657064,2843.49231498,5935.8072833,1125.53808394,665.123381206,3598.42086712,50890.6276824,77261.9421704,31649.0508762,57157.1691496,37477.8312258,79854.8792181,90850.7009857,58708.6388574,77716.505047,92122.660278,10694.1682167,12474.2162851,7683.23430136,11122.3805293,11380.1833296,2837.36305071,5354.69710738,1187.25001499,762.861303672,3858.60678506,23033.4325317,33137.5837455,12879.8223701,23856.4197773,21969.5203934,70907.9192031,72925.627835,50472.3435817,69981.6056727,90235.3496176,10556.1700539,13057.9271483,7619.61434467,10231.1800969,11139.0398706,2665.68407607,4791.90349495,1194.5094772,362.529864038,4161.53603331,17624.0825202,22991.7562055,10641.8582565,18664.3445453,17708.4221663
-115.034,36.1392,32,51,168820.237215,196097.554114,133775.217389,165532.840458,179364.702536,10008.9466585,11197.2835758,7923.3566931,10923.0961008,9920.69657064,2843.49231498,5935.8072833,1125.53808394,665.123381206,3598.42086712,50890.6276824,77261.9421704,31649.0508762,57157.1691496,37477.8312258,79854.8792181,90850.7009857,58708.6388574,77716.505047,92122.660278,10694.1682167,12474.2162851,7683.23430136,11122.3805293,11380.1833296,2837.36305071,5354.69710738,1187.25001499,762.861303672,3858.60678506,23033.4325317,33137.5837455,12879.8223701,23856.4197773,21969.5203934,70907.9192031,72925.627835,50472.3435817,69981.6056727,90235.3496176,10556.1700539,13057.9271483,7619.61434467,10231.1800969,11139.0398706,2665.68407607,4791.90349495,1194.5094772,362.529864038,4161.53603331,17624.0825202,22991.7562055,10641.8582565,18664.3445453,17708.4221663
