"fips","NOx_AP2_ACS","NOx_EASIUR_ACS","NOx_InMAP_ACS","SO2_AP2_ACS","SO2_EASIUR_ACS","SO2_InMAP_ACS","NOx_AP2_H6C","NOx_EASIUR_H6C","NOx_InMAP_H6C","SO2_AP2_H6C","SO2_EASIUR_H6C","SO2_InMAP_H6C"
17111,9957.53683115295,18290.8946015359,11145.4189049179,30606.9825497631,28391.6393755906,34245.1800347503,25582.5931639132,46993.707600665,28634.6496961721,78637.7550229172,72945.8157679552,87985.4711345926
17113,6448.59877757447,10975.2789884053,11803.7823770397,24688.7787711344,25769.5633633271,28566.0633331473,16566.9866956949,28197.5047513506,30326.2002129009,63431.9590093839,66208.8471764993,73393.9678116646
17115,6526.72102405065,9023.70474403581,11615.8506250425,24926.9102755282,24219.6047518308,26274.1705476891,16767.7082302127,23183.2739179501,29843.3422390584,64043.796522192,62226.4979101663,67505.3476349797
17117,7129.44775059895,8254.56358821813,11173.2930765269,25398.9733449058,23448.7605033988,24019.9596439814,18316.3097989681,21207.0993963477,28706.2675355347,65256.6805334522,60245.9475880923,61713.5445042663
17119,7250.64383350881,8265.3390279006,11636.7174595078,26037.9544881947,22936.3405862844,25543.5740985454,18627.7020698833,21234.7850158189,29896.9559435193,66898.4315249323,58929.3736706732,65628.2070380289
17121,5661.65832301318,7807.19004679176,10963.982465874,20445.574924779,23653.4926705276,24415.952496831,14545.0799695245,20057.6508360689,28168.4803000647,52529.7842034886,60771.9713086697,62730.9793153135
17123,6509.15718104702,12251.8526172348,12673.9642626695,24071.3033416931,26851.5740768603,29931.5405677218,16722.5809882459,31477.4388195783,32561.9813286744,61845.4632118991,68988.8856492969,76902.3242432295
17125,6921.47653399419,9926.82416495487,12226.4251022796,24531.9979003778,25568.1024736731,27242.8248962323,17781.9639037155,25503.68230604,31412.1072392539,63029.1378108036,65691.228434839,69994.1366294984
17127,5046.13780512879,5827.19069241753,10350.7289929522,21692.7039212285,23124.2146795526,22887.7699841016,12963.6069775176,14970.3866228521,26592.8320860722,55734.0654063516,59412.0835004327,58804.5799500323
17129,6606.14879386159,9657.42077083613,12322.0779173543,24359.0750938155,25486.8833711637,27849.4922546568,16971.7840800367,24811.4971077006,31657.8705229377,62584.8427136715,65482.5500669836,71552.8629669697
17131,6882.89950015802,10966.1874343379,12549.4642110272,22913.0646291475,26396.9636686621,30091.6292257426,17682.8469200391,28174.1455833048,32242.1000843376,58869.5701442179,67820.8432176296,77313.6442262849
17133,8104.93175022791,8065.55884668047,9562.57744573846,23503.822371738,23051.3402029401,23073.4134001078,20822.6463949446,20721.4845623688,24567.8136678217,60387.4194889269,59224.8451985065,59281.5584422631
17135,6494.98196385672,8433.55559406434,10181.0295555087,24860.6389424241,23953.8465968876,20073.3403283032,16686.1602313566,21666.988246201,26156.8188756628,63873.5238498713,61543.6785203384,51573.3921029613
17137,6869.26572093988,8977.70614711012,12126.872992762,24527.0558029995,24811.2295207851,26913.9531967118,17647.8172939162,23065.0885177977,31156.325396204,63016.4399505365,63746.5749284261,69149.1579561395
17139,5826.48148738746,8560.94219427321,11723.5763099949,24346.4078066786,23642.3394969029,26924.113660766,14968.5644437886,21994.2859753918,30120.124663604,62552.2963209731,60743.3151674847,69175.2635026177
17141,7957.3097834865,14561.2074415744,13389.5436906271,26014.8801222781,27934.2966349467,41002.9091400268,20443.3574083956,37410.9246702317,34400.5382996759,66839.1459520805,71770.7530829538,105348.281563767
17143,7455.37485589386,10850.3464843364,12545.6598821576,25138.8469770943,26259.9734867523,31415.6340469975,19153.7228492406,27876.5123956648,32232.3255225072,64588.3310418434,67468.8707543801,80715.4444998136
17145,6920.27558746403,7224.45623432832,10796.8428726342,22464.5819424831,23239.7105708197,23691.808990076,17778.8782803332,18560.4175852462,27739.0441644306,57717.2718280216,59708.8301196265,60870.4184322961
17147,5902.59147373656,9349.06341433051,12220.6950942451,24253.1320438723,24325.3940165929,28077.9565309614,15164.1158256448,24019.2264732847,31397.3849794961,62312.6404599565,62498.3050395865,72139.8622173863
17149,7148.37783895292,8179.90985498845,11921.8029212049,24423.9970487958,23961.5176996371,26064.1464012086,18364.9473709064,21015.2896037822,30629.4334889267,62751.6483934278,61563.3880856004,66965.7270932147
17151,5018.62229846229,6008.65480662935,10411.5978530003,21657.0803387607,23023.689053696,22472.2469221283,12892.9106653881,15436.6271254934,26749.2240428362,55642.5368026507,59153.8003763488,57736.9656610312
17153,4907.37450577,5815.68028743327,10356.9502165575,20780.4905751009,22518.5171468863,22464.3868853781,12607.0787971542,14940.8126377765,26608.8164388649,53390.2917579809,57855.8489616891,57716.7706626916
17155,6537.47388097451,12721.2587597197,12709.933752877,24056.3252445192,26831.1710004249,30275.7696416338,16795.3358272105,32683.4963189668,32654.3986821933,61806.979594434,68936.4634904915,77786.7610209448
17157,17804.5383264659,7385.30459107875,11109.9034126566,38398.6797826728,23169.8403318876,23323.8092882441,45744.0996815659,18973.6894821503,28543.3988114702,98657.1668503163,59529.3106842778,59924.9071575233
17159,5059.70242871808,7699.56506823423,11062.7485256624,20541.6843816451,23817.8960215998,26067.4279452577,12998.4589202716,19781.1271591019,28422.2425249524,52776.7207488901,61194.3771456183,66974.15845031
17161,8262.46489928848,11474.1326400987,12502.1534619892,25345.9933863209,26620.6080189665,32993.7768134038,21227.4004418793,29479.2225076145,32120.5433373872,65120.557737891,68395.4585059014,84770.2080537254
17163,7237.907390743,8171.59188749953,11071.3541329553,22401.7009219149,22776.2675663785,24299.7306980504,18594.9779938158,20993.9180319988,28444.3531372195,57555.7099745188,58518.0938670361,62432.3676029277
17165,4811.20770033358,6433.93973264473,10495.5867518238,20616.5580002883,22918.7458939807,23090.1795830443,12359.9949045684,16529.3228275192,26965.0189209247,52969.0954988091,58884.1671667915,59324.6362353225
17167,7172.46929863034,9092.66068403031,12036.4985729005,25519.8101558901,24710.4661636643,27324.3895952218,18426.8461894036,23360.4442210857,30924.1240316249,65567.1497175969,63487.6809951773,70203.702947444
17169,6828.05233959437,9067.62201132246,12203.4398182376,23927.2234925266,24965.1083889614,27053.7353258578,17541.926673517,23296.1117033343,31353.0505467963,61475.2750808317,64141.93993575,69508.3038425664
17171,7001.78477303089,8612.65012016683,11598.9823386339,24585.601946345,24525.4142242253,24619.9620653656,17988.3019661878,22127.1405040345,29800.0021088735,63166.8640904259,63012.2221991859,63255.1464443919
17173,6131.33130638893,8506.2856789409,11583.3433508803,24730.5082896122,23994.0468475198,26406.5033759063,15751.8230702047,21853.8555586571,29759.8204479277,63539.1757544389,61646.9660774539,67845.3538373736
17175,6633.20382524334,11610.9616004337,12446.6604285491,23354.4630806621,26771.2172410836,29313.6369482899,17041.2972809535,29830.7807400483,31977.963632763,60003.666749451,68782.4227259475,75314.728285984
17177,6971.73074876903,13996.461392384,13459.2380191694,23495.2032189723,28479.7311133548,43238.8905622562,17911.0833742964,35959.9078508298,34579.6057638514,60365.2740739215,73172.1521776201,111093.247210142
17179,7515.8253091165,10849.6319870508,12502.9945992121,25597.0451862499,26267.043057347,29373.2400571319,19309.0397823865,27874.6766190704,32122.7044932902,65765.5917045036,67487.0347873176,75467.8681150139
17181,5367.66762446281,6132.07729471629,10450.1855090459,20909.9465388509,22769.1256137778,22186.9676594785,13789.7219657707,15753.7397575575,26848.3683184335,53722.9063571311,58499.7438611141,57003.9901777588
17183,6238.57819294422,9849.84723549384,13357.9875489119,26206.2725419095,25228.6529930435,31811.5272660089,16027.3753054851,25305.9034645342,34319.4602780592,67330.8955099381,64819.0719913597,81732.6233190299
17185,5139.43549532952,7139.30849839238,10177.8532470063,21613.5628942689,23365.381590069,24117.3878160572,13203.3191771632,18341.6452766056,26148.6579030146,55530.7262924478,60031.7199617131,61963.8692592039
17187,7032.13734720265,10409.9528719854,12407.8735607603,23425.996988449,26213.4163376217,28697.7509409186,18066.287630184,26744.9975500196,31878.3075172149,60187.4606927731,67349.2502514147,73732.3162322634
17189,6549.97418256866,7656.30671912997,11073.3264156958,21587.0138796834,23183.7106148047,24391.0496085325,16827.4531795793,19669.982349466,28449.4205749348,55462.5132137422,59564.9479655504,62666.9956720021
17191,5435.25628796025,7421.20942905868,10697.538553329,21024.6099449191,23489.1077600134,24490.6792124988,13963.3792895825,19065.9407230071,27483.8989752651,54017.5140502939,60349.6128515296,62922.9766235691
17193,5038.2810510031,6857.52998495199,10441.2652080087,21192.6075213295,23084.662074706,24070.9461786164,12943.4204133112,17617.6643599897,26825.4491552847,54449.1546245658,59310.4599566012,61844.5455434492
17195,8223.27895857394,12656.6400530924,12877.7189935432,25632.2976897336,27199.5177424605,34004.3295337428,21126.7189778082,32517.4697831484,33085.4936966749,65856.1668852493,69882.8664247515,87366.6476325524
17197,5322.46008387092,17934.2273172347,12407.8786231348,33568.6819919657,29145.3540213317,33182.8371503932,13673.5690473808,46077.3130031402,31878.3205241065,86247.3269903702,74882.3545530742,85255.965730555
17199,5667.31053062917,6409.9305622547,10655.5996187885,21832.8199721563,22906.4794407026,23453.7331441613,14559.6023346288,16467.6354370439,27376.1441720341,56094.0692467608,58852.6506470275,60258.7239242766
17201,8078.6273104275,15843.4665842416,11888.5555302847,26134.2326173262,28504.8349621122,34482.2206153242,20755.0617086417,40705.4666781114,30544.0100964204,67145.8014444044,73236.6521539031,88594.5057082501
17203,6303.9707435452,12084.9787321615,12813.6750522772,23892.4770058394,26683.6085346617,31121.1176756411,16195.3900988982,31048.6853748973,32920.9439205569,61386.0000222977,68557.3273813647,79958.7358711476
18001,5798.95923383034,12200.908493939,12497.1454165479,29496.7985656505,26579.1662267042,31149.4642322497,14897.8507966963,31346.5467489601,32107.6760350341,75785.3302279366,68288.9810233499,80031.5674216651
18003,6569.89606384361,12520.8758214039,11559.1668533386,31568.6000024475,26930.0268276847,29046.1580590922,16878.6389910525,32168.6471859198,29697.7031394182,81108.4639365533,69190.4563572951,74627.4877685564
18005,6394.19353834637,9166.32874182734,11121.7466021024,31706.6751189632,25355.3782660159,30670.0451294138,16427.2018892376,23549.7214919394,28573.8278283811,81463.223950709,65144.6705551565,78799.7833609273
18007,5533.92618981627,11562.7786810515,12675.592371585,25278.4738784523,26798.1127835026,30289.9879592864,14216.8944533753,29706.9831029836,32566.1644715642,64947.0780974482,68851.526147694,77823.2925169812
18009,5922.57745047238,11505.4648899209,13297.7894935277,29733.5300902409,26012.3513349422,32974.739072157,15215.4663192647,29559.7252779251,34164.7918372918,76393.5707359593,66832.6486725293,84721.2938863892
18011,6942.87429759202,10030.1711660495,13969.7454066718,31525.0488235026,25113.0871242172,33926.4060399166,17836.941738306,25769.2144634372,35891.2657688341,80996.5667515363,64522.1455769897,87166.4367584252
18013,6209.62728529855,9100.47274549495,11758.5334182653,31088.4406643273,25601.1614960823,31052.1555527636,15952.9909800152,23380.5159552672,30209.9408776895,79874.7779699066,65776.167847195,79781.5496821687
18015,6527.52053058899,11613.3088415188,13124.5579247147,30113.1776253662,26553.0960388859,31051.4328176255,16769.7624233071,29836.8115680614,33719.7034292199,77369.0090939629,68221.9982068015,79779.6927398443
18017,6430.36530567691,11918.0145997405,13364.3040791572,30118.1365899711,26822.0260280566,31454.9413925335,16520.138958668,30619.7000553418,34335.6895046988,77381.7502916372,68912.9670734057,80816.437892473
18019,5434.99315922611,7897.18995693692,9314.41551091504,35591.6696751349,24469.2581460487,25984.4134820822,13962.7032260324,20288.8899630225,23930.2047073336,91445.0422429683,62867.9389163499,66760.8672152603
18021,5834.57944285279,8757.60874725969,12513.2774344836,27105.3463185568,25376.4489516263,31118.3624597068,14989.3707329159,22499.5865022503,32149.124451343,69640.9093182128,65198.8080197051,79951.6568226663
18023,6634.63922622252,10824.2005388609,13848.9529634805,30610.9126135485,25740.1247355701,33218.5883237674,17044.985294294,27809.334932983,35580.9105800223,78647.8526387609,66133.2097389701,85347.8221569146
18025,4199.49074203559,7219.64094067225,9910.73246241822,23018.4341933881,24293.1377683765,27216.2611930059,10788.2944978525,18548.0455251046,25462.3374731422,59140.2989260931,62415.428215995,69925.8858108829
18027,5069.55457574432,7540.01496759051,10845.5362452987,22294.9145106444,24824.3484065944,27637.0288265057,13023.7722997327,19371.1909056244,27864.1533224866,57281.340850451,63780.2816254246,71006.9751149044
18029,6426.31042441496,8803.01374821365,10474.8019997428,33723.5737333489,24064.6995484523,29332.5335277287,16509.7206460118,22616.2467607215,26911.616112884,86645.2943993599,61828.4959129191,75363.2797625887
18031,6391.55887755968,9222.44296756775,11742.7734418477,32066.5711318015,25006.8719776743,32498.5131537198,16420.4325862556,23693.8972422147,30169.4483573998,82387.9142050501,64249.2442183528,83497.7141579819
18033,5691.61789080639,12927.5151085545,11748.3895888251,28778.3053164178,27483.4172711552,29361.2148706025,14622.0558719364,33213.4361595318,30183.8780709608,73939.286699597,70612.2969214267,75436.9714882282
18035,6902.71680462836,10932.4161176743,11394.2179948473,32756.9635816065,25578.1528065146,29646.7736719241,17733.7640395885,28087.3760546599,29273.8957159663,84161.7576132354,65717.0510183071,76170.6651975332
18037,4765.1871594221,7135.9176375387,10281.4169018486,22329.3236528007,24375.7732569634,27072.3861062888,12241.7531231584,18332.9330489805,26414.7467145615,57369.749160844,62627.7457417059,69556.2237813411
18039,5606.1415335556,13559.8767346366,11659.0768032745,29773.8596289154,29435.8013829122,29681.9795183293,14402.4392279423,34838.1794520344,29954.4043912294,76497.1904762289,75628.6085683229,76261.120501025
18041,6173.65961140922,10027.8093768935,12533.6039033368,31424.7731616791,25270.7455149047,33457.3170583072,15860.5782932102,25763.1462566845,32201.3497802804,80738.9258665915,64927.2214105177,85961.1941487829
18043,5252.5909713443,7920.34754147774,9332.37103180697,29668.3719940889,24434.8121235932,26149.5792852163,13494.0525061352,20348.3893516656,23976.3382975599,76226.1583325042,62779.4358484381,67185.2320402663
18045,5568.00473433231,9802.55825013854,13807.9086756619,25494.6611211083,25512.6554333344,33062.6502485809,14304.45335059,25184.402635584,35475.4544160516,65502.5336436775,65548.766901495,84947.1663750722
18047,6904.4473820721,9637.56348703791,11692.6942326871,33966.984679652,24963.630887187,32270.3428641694,17738.2104575524,24760.4772682167,30040.7785333285,87270.6965205766,64138.1437517335,82911.4702554349
18049,6117.07681323386,12890.1823820863,12498.8687129585,29170.249059696,27952.7132062541,29583.7807502689,15715.1986275021,33117.5162073744,32112.1037456488,74946.3180273437,71818.0712620912,76008.8158336361
18051,4974.03547180732,7095.68321483633,10302.0646567576,21516.7450138877,23823.0024000269,25210.3230622549,12778.3525635778,18229.5576926699,26467.7975321792,55281.9695759496,61207.497097488,64771.9764199771
18053,6224.60369574983,11395.5967388083,12906.9372640123,30249.8527620784,26073.3495277773,32370.9161046101,15991.4702637397,29277.4381589454,33160.5649644512,77720.1721033328,66989.3729274113,83169.8757169168
18055,5867.4705346199,8146.87970678236,11607.7553443674,28272.6764662114,25277.7658028249,29248.7840602196,15073.878676674,20930.4243786725,29822.5428223398,72640.1612482971,64945.2588201885,75148.1000616491
18057,7246.21449981751,10615.9697262882,13463.014992746,33097.4285494625,25516.2047651198,33106.4604623167,18616.3216667906,27274.3220510092,34589.310041011,85036.5231746491,65557.8862926367,85059.7291049636
18059,6429.75977224387,10485.8093401204,12556.9401822147,31149.0783437646,25500.3989190722,32883.7320876764,16518.5831457547,26939.8975608865,32261.3082929652,80030.5759482709,65517.275918305,84487.4672569623
18061,4288.15669182645,7238.07280912415,9472.49561644645,24290.0881372374,24046.1961487935,26491.8972553115,11016.1062455207,18595.4030075961,24336.364063858,62407.592718815,61780.9546434238,68064.758568878
18063,7177.42657651258,9296.55825560285,13387.8014688309,32493.3119634466,24064.4353529707,33633.5334103112,18439.5830533372,23884.3235934356,34396.0619635722,83484.3506035522,61827.8171085471,86413.9514385028
18065,6576.89764958337,10879.1135572436,13092.703024332,31950.6089492893,25812.4721090745,33687.0479583194,16896.6283487212,27950.4243897251,33637.8577991322,82089.9695315442,66319.0937410715,86551.4477686744
18067,6647.91710696051,11133.1176284479,13469.9468937871,30328.3190999761,25995.091550242,32109.6262347045,17079.100501128,28603.0437042687,34607.1203559578,77921.7777209544,66788.3026555272,82498.5368088964
18069,6264.02577763604,12046.1936965903,12643.6187869434,30430.4332894931,26550.3490066725,30553.393671653,16092.7584515096,30949.033966914,32484.0139029008,78184.142383268,68214.940184969,78500.0677144675
18071,6088.22542222481,8668.6583045113,10642.5140954302,30954.0594704255,25492.3636526729,28740.6873139653,15641.0699927338,22271.0437993731,27342.5231940552,79529.5088478962,65496.6306978374,73842.6337803792
18073,5723.92200308964,13445.5775577533,12105.987908324,25799.7892493476,27975.2477265995,29453.0096248584,14705.0556739288,34544.5075824583,31102.6648016101,66286.5073373096,71875.9697955741,75672.8221551768
18075,5852.51267811781,11570.8849197131,13102.3718458344,29860.1692271576,25981.417153278,32496.5580391435,15035.4470640972,29727.8106743439,33662.7001555219,76718.9479881315,66753.1686691659,83492.6908308809
18077,5656.79044143164,7981.47954373516,8925.24973615345,30616.934213426,24526.5047457841,25144.3698143186,14532.5727938483,20505.4574066018,22930.3108868737,78663.3240930799,63015.0241047963,64602.5210122113
18079,5994.8265286648,8793.4957056872,10616.6504790506,31313.3145286551,25556.0213041008,29461.6964673008,15401.0977686459,22591.7918047046,27276.071126916,80452.5522807696,65660.1879693542,75695.1414870421
18081,6782.90383429539,9655.20491709669,11097.1120329193,32241.7035450415,25233.1214703845,29474.5887575565,17425.9254360518,24805.803856637,28510.5335844026,82837.8865025066,64830.5529672572,75728.2659861481
18083,5114.88693381268,7483.85125810805,11026.6282974881,21863.0797765822,24256.1785213673,27243.1522154804,13140.2459149348,19226.8880154743,28329.4378764264,56171.8165550185,62320.467854396,69994.9776194174
18085,6552.06403193787,12910.079476935,12440.2692576853,30567.7662480407,28098.7081244465,29915.8381769729,16832.8226843135,33168.6383344332,31961.5426300268,78536.9955515132,72193.1798301779,76861.9796793071
18087,5339.5567046992,13378.8573546863,11324.5408447326,29226.130181247,29260.574600106,28940.20598029,13717.4958431722,34373.0816167825,29094.8723887745,75089.8948569184,75178.3938046677,74355.2623167573
18089,5682.86042678306,17733.8414589286,11156.6651482935,26833.6659005605,30693.0345672018,28013.4773034986,14599.5550901932,45562.4563676858,28663.544963906,68942.8737027713,78858.8507257133,71974.1940490395
18091,6291.66441505633,14148.2691069679,11787.2007046645,28192.1017249953,29059.2345370505,28848.6816221702,16163.7711267106,36349.9513889688,30283.5964876605,72433.1384547934,74661.0855059523,74120.106385685
18093,5899.5199517823,8195.59609661049,11050.1021860596,28933.4500661993,25164.7840099897,29123.182287018,15156.22408382,21055.5926753299,28389.7499533021,74337.9041696927,64654.9717399602,74825.3881352468
18095,7697.92726036577,10877.625617831,13074.3888203369,34657.6301378553,25678.8241838481,32608.8066995084,19776.9190964381,27946.6013880111,33590.8026350119,89045.1899898679,65975.7086254788,83781.0942546469
18097,8600.74218786125,10015.4476765619,12965.931203945,37453.0187263021,24960.9401098679,32854.3897597775,22096.5451415978,25731.3850161708,33312.1396398435,96227.4551237545,64131.2302670747,84412.0772451812
18099,7050.73009102566,13427.2936460149,12179.3950647802,31779.7776788189,28842.3361587033,29270.537766586,18114.0584539812,34497.530249027,31291.2717318136,81651.048272887,74103.802820161,75203.9924293199
18101,4803.9311788011,7684.62239283847,10835.5628563198,22085.2886191154,24934.7169609963,28195.3353439846,12341.2991471647,19742.7345517393,27838.5284329002,56742.7435555664,64063.8544436848,72441.4466767769
18103,6666.61611431077,11946.3033900146,13316.2186549258,31198.9041309852,26798.0106757621,31567.2690203617,17127.1443505896,30692.3831853028,34212.1423644791,80158.5946487128,68851.2637996012,81105.0442094111
18105,5900.36837327763,8766.31500810489,11509.3074820903,29493.5094564738,25640.2409334203,29803.3444921059,15158.4039553949,22521.9557263265,29569.5981506541,75776.879433561,65876.5756693506,76572.9467076687
18107,6499.32527469262,10042.1492125538,14131.9144429357,29667.9165789722,25343.9356034847,34175.0738532315,16697.3196136733,25799.9899721216,36307.9309222112,76224.9882225139,65115.2706225402,87805.3454857746
18109,7359.96370220676,9274.624716353,12073.22718971,33293.1052446369,25345.1491733153,31329.6534425546,18908.5804724909,23827.9691764261,31018.4918290099,85539.2804338987,65118.388679299,80494.5322802984
18111,5575.89522291111,13600.9110294487,13228.9213635583,25290.702617699,27551.7877752203,31131.2304677399,14324.7265896106,34943.6099407118,33987.8471467542,64978.4977175631,70787.9630486916,79984.7189328219
18113,6025.36126888326,12858.2801093399,11668.5608880532,29125.770183291,28079.9283765286,29105.2921503452,15479.5514766383,33035.5488622313,29978.7720987151,74832.0372849389,72144.9285318606,74779.4225384076
18115,6205.39361143519,8404.39251801895,8939.72600970616,32922.7852857924,24673.3085067913,25043.2130707715,15942.1132908443,21592.0587909033,22967.505155762,84587.8076619974,63392.2108539172,64342.6163409112
18117,5504.49962638196,7568.20064413059,10588.1979881981,28614.828156722,24660.0290905312,28330.5857660832,14141.2880130264,19443.6091027672,27202.9673967703,73519.2605504159,63358.091701826,72788.9491295656
18119,6074.50393342864,8975.99053017357,12403.656681082,28867.5329448528,26032.6927593785,31165.9131498139,15605.8150120943,23060.6805382569,31867.4729777836,74168.5415829203,66884.912427238,80073.8300564915
18121,5637.42349191011,8975.26096163913,13100.579373985,25941.7944296489,24936.3979833596,32385.0804879605,14482.8127830673,23058.8060387081,33658.0947106401,66651.3649673094,64068.1735384822,83206.2686381374
18123,4185.88732382525,6813.72904253075,9644.9141936388,23112.0979024049,24209.1165221934,25884.8798263376,10753.3428790623,17505.1254511297,24779.3636312602,59380.9515474718,62199.550226988,66505.132785973
18125,4782.6295583946,7174.55648387843,10535.4330237183,21520.3377331423,24257.9369517739,26684.4474389859,12286.5683357944,18432.2088491416,27067.3969911957,55291.2004436525,62324.985835707,68559.4828002224
18127,5814.80599317146,14871.0583404536,11635.5110311103,27426.7681876409,29292.2907200743,28602.8337192127,14938.5662906249,38207.0327021957,29893.8562354317,70466.7469470608,75259.8828626011,73488.4429278929
18129,5411.79228911039,6704.19957798307,10198.4139211938,22935.5317749084,22953.6774909786,24550.9899563106,13903.0926226277,17223.7085284144,26201.4849818532,58927.2955704157,58973.9178340961,63077.9345976657
18131,5664.44141539347,13060.1957313617,12002.8555192589,25945.3871489034,28346.7994772426,29145.1611743114,14552.2306416887,33554.3359596775,30837.6840525228,66660.595835012,72830.607442414,74881.8590661727
18133,6897.91976539833,9707.26500536034,13351.4471943742,31267.1657968218,25904.9326085695,33385.65273598,17721.4388810219,24939.5632052829,34302.6559738013,80333.9811350657,66556.6549247041,85777.0651279659
18135,7076.97549553317,11035.9988045388,12996.6063068479,33806.0713383914,25745.3811798041,33291.2295174287,18181.4914593594,28353.5137656803,33390.9539853583,86857.2576572679,66146.7152588489,85534.4610788425
18137,6781.12096844934,8661.42839633543,10945.679115837,33864.9548262678,24739.4958490538,30523.7540356994,17421.344672126,22252.4678068878,28121.4530233034,87008.5485452984,63562.2677263681,78423.9138213127
18139,6953.83968157038,9939.72176771018,12596.7240100501,33367.7764565615,25154.0052473887,33676.3775816698,17865.1153866328,25536.8204546906,32363.5259240792,85731.135134933,64627.2775828273,86524.0320904062
18141,5913.32071654325,13654.4751800888,11151.2715671039,30601.9561162519,29096.4890561187,28646.1603260412,15191.6827502727,35081.2337162249,28649.6870944545,78624.8404756143,74756.804517788,73599.763113888
18143,5306.724648225,7922.99087740966,8908.67888817348,29136.9362872653,24630.454060688,24694.8275533731,13633.1395803388,20355.1809439256,22887.7349730356,74860.7266484096,63282.1038028433,63447.5003040558
18145,7069.20982443081,9746.09391821189,12175.6940825162,33418.6480118281,25181.5095986827,32576.0812256981,18161.5389171511,25039.3273483123,31281.7627011245,85861.8407546124,64697.9452331659,83697.011837444
18147,5099.76040504511,6806.72776665932,9703.25384443714,23445.9846519075,24315.6025447492,25248.2896931368,13101.3809282875,17487.1368896138,24929.2572244386,60238.8155201339,62473.1475544615,64869.5250793518
18149,5813.41782042662,13715.5898564204,12951.7905871724,26555.4409986639,28655.4647846773,30842.8025103609,14934.9996220242,35238.2572552059,33275.8077827139,68228.0231733923,73623.6693032199,79243.6534256924
18151,5315.33199393205,13335.2684993062,11113.5506898484,30144.1458533069,28388.0683979491,28616.2038819789,13655.2546591592,34261.0876287136,28552.7698563103,77448.5765733165,72936.6407615486,73522.7952373597
18153,4972.94753569503,7824.81325217044,11724.5644791663,21015.8895887941,24129.6298472808,28859.4493701246,12775.5573008228,20102.9305993411,30122.6635925442,53995.1086108461,61995.3230307433,74147.7722425978
18155,5884.98546266655,8232.36149588054,9278.91093800239,32278.7945762189,24559.424276779,25956.7698317938,15118.8802401603,21150.0549788543,23838.9818780003,82933.1854606216,63099.6051182074,66689.8416603658
18157,5694.75856838948,10930.7556795591,13020.1977421113,26451.1340696957,26107.9778614971,30834.3645905999,14630.1252971301,28083.1098475105,33451.568078029,67960.0246481615,67078.3444124306,79221.9736573938
18159,6763.97374594142,10919.0612400002,12898.9088083319,30718.3399794279,25785.6516013143,33004.8685461925,17377.2878641135,28053.063017581,33139.9372429421,78923.8685842968,66250.1831078395,84798.7063333607
18161,6608.16442743397,10342.6393573902,12150.3254704617,33085.6552253324,25577.7100968796,32648.3759644289,16976.9629001798,26572.0471734905,31216.5824615658,85006.2736645241,65715.9135528438,83882.7606036428
18163,5504.42372386251,6808.79997591561,9855.11575951375,23691.8919477397,23555.255711679,24778.9324873731,14141.0929946947,17492.4610711437,25319.4400213233,60870.6315775948,60519.5685166881,63663.593314363
18165,5632.58765805903,9007.336615033,13167.0571967429,25468.9386006237,24733.2062866885,32042.1684426479,14470.3879484645,23141.2188552909,33828.8979222381,65436.4440979179,63546.1077890091,82325.2157365061
18167,5621.67793592827,8516.46495198408,12411.9279807588,25806.8228828179,24783.7674767075,30589.7864109448,14442.3573135811,21880.0094315635,31888.7246447349,66304.5790360519,63676.0159791268,78593.5725329469
18169,6348.56769053609,11940.2400045088,12700.8551636768,30282.204102596,26682.6537422053,30284.5062571433,16309.9742031527,30676.8043700741,32631.0728251203,77803.293250065,68554.8742080927,77809.2082360553
18171,5520.85408924216,10618.0172705353,13345.6937191296,25320.2539986098,26273.1254177673,31791.6744323165,14183.3079629073,27279.5828600849,34287.8734191256,65054.4248547245,67502.6623552913,81681.6149133196
18173,5405.64924520189,6875.52191448491,8108.32740443713,23906.2406627019,24043.1185113882,21934.7287106408,13887.3091389781,17663.8914958912,20831.3709382637,61421.3633464549,61773.0471890104,56355.9060383541
18175,5673.36923840493,7847.14567660909,10252.163915882,30111.6258405239,24605.7012771693,28006.1004273871,14575.1691312431,20160.3098825162,26339.586251348,77365.0220525138,63218.5058276752,71955.2404479866
18177,6537.61725240017,10912.8009363955,10120.2003785409,32512.2875933123,26103.5226788422,29946.4121395352,16795.7041951705,28036.9782555218,26000.5288776768,83533.1051864897,67066.8975949183,76940.5341622951
18179,6328.80942135866,12010.3909034914,12429.3719223189,30859.4849311751,26444.0786030293,30745.6579528762,16259.208764528,30857.0449126435,31933.5438207816,79286.5160065365,67941.8968528164,78994.0573691538
18181,5589.98947741397,12145.3305385604,10889.8652370128,25981.3480759022,27186.2681386727,27528.880900751,14360.939326946,31203.7488521747,27978.0489622284,66752.9911868544,69848.8238706264,70729.1078160033
18183,6030.77227515962,12472.9463457813,12231.847740079,29373.6003429496,27242.9793607348,29721.8217013119,15493.4541168217,32045.5007285462,31426.0397646141,75468.7938068041,69994.5334991913,76363.4880655475
19001,6249.87586128555,8719.31026110161,11601.4259038113,7618.69852382809,22936.1511014155,21481.4703783436,16056.4027007308,22401.1851984206,29806.2804249002,19573.3546280174,58928.8868222355,55191.3375307211
19003,6193.12270412207,8128.28177747495,11390.3706422151,7623.52929751121,22286.5821032654,20515.2528129232,15910.5853272114,20882.6402316744,29264.0106120554,19585.7664613981,57259.9321778798,52708.8094269188
