fips,state_abbr,pollutant,model,season,elevated,damage
01023,AL,so2,EASIUR,winter,high stack,16802.15686767109398869499526381
01023,AL,nox,EASIUR,winter,high stack,5356.700212614134855063900759746
01023,AL,so2,EASIUR,spring,high stack,20890.79865120241804729784085752
01023,AL,nox,EASIUR,spring,high stack,1976.036763356706803468589742519
01023,AL,so2,EASIUR,summer,high stack,15492.4227375567088608153164586
01023,AL,nox,EASIUR,summer,high stack,781.3957914393286239301461589622
01023,AL,so2,EASIUR,fall,high stack,11574.906220018676032888434875327
01023,AL,nox,EASIUR,fall,high stack,987.7292411718389298753326957309
01023,AL,so2,InMAP,annual,high stack,16859.13445293245066558819160932
01023,AL,nox,InMAP,annual,high stack,6361.385286871903256484356714468
01025,AL,so2,AP2,annual,high stack,12690.302467597900540698741861465
01025,AL,nox,AP2,annual,high stack,2110.467866933880719581278761092
01025,AL,so2,EASIUR,annual,high stack,17056.10699584458422120117230702
01025,AL,nox,EASIUR,annual,high stack,2268.510924968334113215449153608
01025,AL,so2,EASIUR,winter,high stack,17129.66937092366605032444487139
01025,AL,nox,EASIUR,winter,high stack,5019.36626013526532921261238265
01025,AL,so2,EASIUR,spring,high stack,20851.70863854570557345764655983
01025,AL,nox,EASIUR,spring,high stack,2091.385320061999614855863189809
01025,AL,so2,EASIUR,summer,high stack,18655.38496204997944532356741482
01025,AL,nox,EASIUR,summer,high stack,1020.1226088782746119772200854421
01025,AL,so2,EASIUR,fall,high stack,11587.665011859521375021064280335
01025,AL,nox,EASIUR,fall,high stack,943.1695107978106683415246853442
01025,AL,so2,InMAP,annual,high stack,15918.29250519543454771131277624
01025,AL,nox,InMAP,annual,high stack,5325.422332630933343788466022303
01027,AL,so2,AP2,annual,high stack,17507.87754595308136523656761655
01027,AL,nox,AP2,annual,high stack,2740.016857137604660269051693995
01027,AL,so2,EASIUR,annual,high stack,17347.93465632290692757037502362
01027,AL,nox,EASIUR,annual,high stack,3044.655241387762261312278802822
01027,AL,so2,EASIUR,winter,high stack,15922.36388214312736119396953753
01027,AL,nox,EASIUR,winter,high stack,6349.687830541056849924962376323
01027,AL,so2,EASIUR,spring,high stack,23627.03548986295365679061382793
01027,AL,nox,EASIUR,spring,high stack,3140.045180683565276465209626067
01027,AL,so2,EASIUR,summer,high stack,18522.05539394444568512233953639
01027,AL,nox,EASIUR,summer,high stack,1088.1976245293923666275501189711
01027,AL,so2,EASIUR,fall,high stack,11320.283859340932688530509396023
01027,AL,nox,EASIUR,fall,high stack,1600.690329797039142739867666198
01027,AL,so2,InMAP,annual,high stack,18707.92975588145354602904813745
01027,AL,nox,InMAP,annual,high stack,6676.95242573565126410145304978
01029,AL,so2,AP2,annual,high stack,19745.02840459262227226287538944
01029,AL,nox,AP2,annual,high stack,3211.1640361135823124141554294
01029,AL,so2,EASIUR,annual,high stack,18215.83843447235741970205782057
01029,AL,nox,EASIUR,annual,high stack,3670.928263970906568163434122789
01029,AL,so2,EASIUR,winter,high stack,15930.24507067521007290997112773
01029,AL,nox,EASIUR,winter,high stack,7122.694779172302882826632331995
01029,AL,so2,EASIUR,spring,high stack,24208.19016192473073059305639685
01029,AL,nox,EASIUR,spring,high stack,3958.025751000514657672554909143
01029,AL,so2,EASIUR,summer,high stack,20765.63831773763750728176684419
01029,AL,nox,EASIUR,summer,high stack,1418.9199128240531631118127302155
01029,AL,so2,EASIUR,fall,high stack,11959.280187551744256159030133851
01029,AL,nox,EASIUR,fall,high stack,2184.072612886793823280024655395
01029,AL,so2,InMAP,annual,high stack,26190.2015843198869644576160594
01029,AL,nox,InMAP,annual,high stack,8708.003096656671449584961551883
01031,AL,so2,AP2,annual,high stack,13995.002681698443933079990505179
01031,AL,nox,AP2,annual,high stack,2172.815883143071884508941470369
01031,AL,so2,EASIUR,annual,high stack,17104.59448394926645757627367585
01031,AL,nox,EASIUR,annual,high stack,2461.376813981475580770166179355
01031,AL,so2,EASIUR,winter,high stack,15735.10074323175692404222559079
01031,AL,nox,EASIUR,winter,high stack,5198.604920005679800413764807685
01031,AL,so2,EASIUR,spring,high stack,21721.1886807302809469155800265
01031,AL,nox,EASIUR,spring,high stack,2325.60685894893649858099322774
01031,AL,so2,EASIUR,summer,high stack,19266.7813243168159083870581864
01031,AL,nox,EASIUR,summer,high stack,1099.6231628553484599717257732269
01031,AL,so2,EASIUR,fall,high stack,11695.307187518089637400908865814
01031,AL,nox,EASIUR,fall,high stack,1221.6723141159696976735029426658
01031,AL,so2,InMAP,annual,high stack,15130.177934829308928653445990369
01031,AL,nox,InMAP,annual,high stack,5140.632955750267693030818346359
01033,AL,so2,AP2,annual,high stack,21487.26110188316495132050785149
01033,AL,nox,AP2,annual,high stack,3579.68594860820779700019888306
01033,AL,so2,EASIUR,annual,high stack,20485.21987375491778374857255063
01033,AL,nox,EASIUR,annual,high stack,3930.22380620067626497573504616
01033,AL,so2,EASIUR,winter,high stack,20353.57303397889161673599736637
01033,AL,nox,EASIUR,winter,high stack,8541.591248332290381532106852555
01033,AL,so2,EASIUR,spring,high stack,25389.01867961625484395091475006
01033,AL,nox,EASIUR,spring,high stack,3419.389371418646023747445996018
01033,AL,so2,EASIUR,summer,high stack,23198.85901285274966485330779024
01033,AL,nox,EASIUR,summer,high stack,1639.322563599820165741224452539
01033,AL,so2,EASIUR,fall,high stack,12999.428768571637294199833007717
01033,AL,nox,EASIUR,fall,high stack,2120.592041451917885492332375054
01033,AL,so2,InMAP,annual,high stack,21976.15575938135653533481097115
01033,AL,nox,InMAP,annual,high stack,8291.976537718788555723953588235
01035,AL,so2,AP2,annual,high stack,13285.627855137283810844515017259
01035,AL,nox,AP2,annual,high stack,2056.039013588601852809580539839
01035,AL,so2,EASIUR,annual,high stack,16691.42898425165114332240804119
01035,AL,nox,EASIUR,annual,high stack,2241.731145131508398465483306795
01035,AL,so2,EASIUR,winter,high stack,16294.18382113875515080265590663
01035,AL,nox,EASIUR,winter,high stack,4829.089067624535292117623986629
01035,AL,so2,EASIUR,spring,high stack,20843.79359561467343801346889899
01035,AL,nox,EASIUR,spring,high stack,2191.529295268539246868426605845
01035,AL,so2,EASIUR,summer,high stack,18239.90484457055585992684606264
01035,AL,nox,EASIUR,summer,high stack,941.77804240409699921518408771
01035,AL,so2,EASIUR,fall,high stack,11387.833675682589521156830788026
01035,AL,nox,EASIUR,fall,high stack,1004.5281752288605254912070215723
01035,AL,so2,InMAP,annual,high stack,14809.777605505826419432444854758
01035,AL,nox,InMAP,annual,high stack,4354.286809902558636651515992951
01037,AL,so2,AP2,annual,high stack,16072.28596712332335837089084384
01037,AL,nox,AP2,annual,high stack,2405.750595037751914021014718374
01037,AL,so2,EASIUR,annual,high stack,17586.08853420393465189942401781
01037,AL,nox,EASIUR,annual,high stack,2798.425134330156055779375469666
01037,AL,so2,EASIUR,winter,high stack,16895.67029748233378354427828348
01037,AL,nox,EASIUR,winter,high stack,6097.190956449986454679555707679
01037,AL,so2,EASIUR,spring,high stack,24360.50903615073981247060814079
01037,AL,nox,EASIUR,spring,high stack,2766.017514212505886898095440266
01037,AL,so2,EASIUR,summer,high stack,17770.06993090082427555364213983
01037,AL,nox,EASIUR,summer,high stack,975.7413228920007077281875059011
01037,AL,so2,EASIUR,fall,high stack,11318.104872281932546198659032562
01037,AL,nox,EASIUR,fall,high stack,1354.7507437661434151675954282075
01037,AL,so2,InMAP,annual,high stack,24344.45738497205296531523852108
01037,AL,nox,InMAP,annual,high stack,8254.757244901134108967177131864
01039,AL,so2,AP2,annual,high stack,13259.429678864110577439529600927
01039,AL,nox,AP2,annual,high stack,2070.320494306140964405062671518
01039,AL,so2,EASIUR,annual,high stack,16740.54977261664232883812654539
01039,AL,nox,EASIUR,annual,high stack,2355.321752807279331919757776828
01039,AL,so2,EASIUR,winter,high stack,16074.04413620466830749032635542
01039,AL,nox,EASIUR,winter,high stack,5018.313424258230624147691841371
01039,AL,so2,EASIUR,spring,high stack,21001.34952931637397741952385602
01039,AL,nox,EASIUR,spring,high stack,2293.047101628783848346645784984
01039,AL,so2,EASIUR,summer,high stack,18401.72862813112175518473949191
01039,AL,nox,EASIUR,summer,high stack,955.3420595577754145529898369583
01039,AL,so2,EASIUR,fall,high stack,11485.076796814466482037577495158
01039,AL,nox,EASIUR,fall,high stack,1154.5844257843442724961104236594
01039,AL,so2,InMAP,annual,high stack,9492.733955581085217859087031536
01039,AL,nox,InMAP,annual,high stack,3140.40257180861953408559848599
01041,AL,so2,AP2,annual,high stack,13828.978570794016424341868490001
01041,AL,nox,AP2,annual,high stack,2150.755237541939451026045086575
01041,AL,so2,EASIUR,annual,high stack,16784.55915825735914156873839332
01041,AL,nox,EASIUR,annual,high stack,2407.412337698263113989723596056
01041,AL,so2,EASIUR,winter,high stack,14781.866931814834047076655440883
01041,AL,nox,EASIUR,winter,high stack,5111.451055203865490190491946534
01041,AL,so2,EASIUR,spring,high stack,21523.27895191712034047278919871
01041,AL,nox,EASIUR,spring,high stack,2309.78051912097032938748262133
01041,AL,so2,EASIUR,summer,high stack,19208.78335282879096032663534752
01041,AL,nox,EASIUR,summer,high stack,1066.2977871269076355145070235672
01041,AL,so2,EASIUR,fall,high stack,11624.307396468844235348026128537
01041,AL,nox,EASIUR,fall,high stack,1142.1199893412783974765822843188
01041,AL,so2,InMAP,annual,high stack,14406.303970190942149063875060987
01041,AL,nox,InMAP,annual,high stack,4991.604852262470536515029196938
01043,AL,so2,AP2,annual,high stack,18369.48921243895578969012263023
01043,AL,nox,AP2,annual,high stack,3246.347383968452169378760877264
01043,AL,so2,EASIUR,annual,high stack,19303.04378101315319583981826115
01043,AL,nox,EASIUR,annual,high stack,3841.047691531371195468507869942
01043,AL,so2,EASIUR,winter,high stack,18791.04487755086778175210058005
01043,AL,nox,EASIUR,winter,high stack,8039.148881046303163874606165199
01043,AL,so2,EASIUR,spring,high stack,25882.57944419972452957226890104
01043,AL,nox,EASIUR,spring,high stack,3974.013354473045091269808532842
01043,AL,so2,EASIUR,summer,high stack,20374.4137537543433451571195637
01043,AL,nox,EASIUR,summer,high stack,1312.5447377599473501996355599298
01043,AL,so2,EASIUR,fall,high stack,12164.137048547325187894733152359
01043,AL,nox,EASIUR,fall,high stack,2038.483792846164693818116815018
01043,AL,so2,InMAP,annual,high stack,29430.43322844509944581594496725
01043,AL,nox,InMAP,annual,high stack,10783.731142709313003718706845418
01045,AL,so2,AP2,annual,high stack,14859.162986115641604943181006098
01045,AL,nox,AP2,annual,high stack,2669.339804459365488718566270797
01045,AL,so2,EASIUR,annual,high stack,16974.88980787057764645933034525
01045,AL,nox,EASIUR,annual,high stack,2472.748915549274956827212470883
01045,AL,so2,EASIUR,winter,high stack,15966.047198296392919693433238
01045,AL,nox,EASIUR,winter,high stack,5351.306016595129011097678509704
01045,AL,so2,EASIUR,spring,high stack,21244.67378909099648131222992764
01045,AL,nox,EASIUR,spring,high stack,2244.230221710156866215035100304
01045,AL,so2,EASIUR,summer,high stack,19276.48085335422885735695546221
01045,AL,nox,EASIUR,summer,high stack,1095.6986492898487983507103092128
01045,AL,so2,EASIUR,fall,high stack,11412.357390740722930864533261624
01045,AL,nox,EASIUR,fall,high stack,1199.7607746019345482555954558372
01045,AL,so2,InMAP,annual,high stack,14255.664095141019372239453011977
01045,AL,nox,InMAP,annual,high stack,4867.068810946835962588894486838
01047,AL,so2,AP2,annual,high stack,14164.519995220823726498097158999
01047,AL,nox,AP2,annual,high stack,2278.534598973184262179242680585
01047,AL,so2,EASIUR,annual,high stack,16800.47256986739622601484669959
01047,AL,nox,EASIUR,annual,high stack,2446.267729415349791224166386241
01047,AL,so2,EASIUR,winter,high stack,16432.79272667244836853159089138
01047,AL,nox,EASIUR,winter,high stack,5602.768357572314992803243719257
01047,AL,so2,EASIUR,spring,high stack,22824.3132411269832990247632441
01047,AL,nox,EASIUR,spring,high stack,2201.131247804189402619822293963
01047,AL,so2,EASIUR,summer,high stack,16236.7482932420356264604556423
01047,AL,nox,EASIUR,summer,high stack,785.8384850418195140159804056505
01047,AL,so2,EASIUR,fall,high stack,11708.036018427735067669695664655
01047,AL,nox,EASIUR,fall,high stack,1195.3328272430507727457547193143
01047,AL,so2,InMAP,annual,high stack,16831.83168974039263220400590236
01047,AL,nox,InMAP,annual,high stack,6504.589024565357538533549265955
01049,AL,so2,AP2,annual,high stack,22862.96896630230363727991496885
01049,AL,nox,AP2,annual,high stack,3107.604325281514138093030003504
01049,AL,so2,EASIUR,annual,high stack,19605.0198820344430206619905364
01049,AL,nox,EASIUR,annual,high stack,4144.777372960219915172913927309
01049,AL,so2,EASIUR,winter,high stack,18584.31367570234907378050553214
01049,AL,nox,EASIUR,winter,high stack,8459.608536288940057652137570162
01049,AL,so2,EASIUR,spring,high stack,25983.42305100378405309708176902
01049,AL,nox,EASIUR,spring,high stack,4294.456691331728129303559145451
01049,AL,so2,EASIUR,summer,high stack,21302.40838721381146327591725225
01049,AL,nox,EASIUR,summer,high stack,1468.2105641667874177768750354962
01049,AL,so2,EASIUR,fall,high stack,12549.934414218011112833440643034
01049,AL,nox,EASIUR,fall,high stack,2356.833700053463840365863619143
01049,AL,so2,InMAP,annual,high stack,33150.31135427614968085424839597
01049,AL,nox,InMAP,annual,high stack,11027.524840134097060144946143927
01051,AL,so2,AP2,annual,high stack,15534.53348395754431764947687403
01051,AL,nox,AP2,annual,high stack,2268.22872355283263525466139762
01051,AL,so2,EASIUR,annual,high stack,17270.80847694639438664980320402
01051,AL,nox,EASIUR,annual,high stack,2677.040082124471291963398196743
01051,AL,so2,EASIUR,winter,high stack,15829.06004276960566803565512008
01051,AL,nox,EASIUR,winter,high stack,5895.139169580270092382557709555
01051,AL,so2,EASIUR,spring,high stack,24198.26363310320523925455224044
01051,AL,nox,EASIUR,spring,high stack,2470.251050072098265348824312641
01051,AL,so2,EASIUR,summer,high stack,17652.51779085691031166548995912
01051,AL,nox,EASIUR,summer,high stack,964.2890165768086720116345451338
01051,AL,so2,EASIUR,fall,high stack,11403.392441056055249677413801521
01051,AL,nox,EASIUR,fall,high stack,1378.4810922686867157376948637104
01051,AL,so2,InMAP,annual,high stack,17901.92746938327959510462268439
01051,AL,nox,InMAP,annual,high stack,6039.683977823164733728531390915
01053,AL,so2,AP2,annual,high stack,12443.273501200347894502915192209
01053,AL,nox,AP2,annual,high stack,1902.780019735110696373460349453
01053,AL,so2,EASIUR,annual,high stack,16867.14613438701622475936309654
01053,AL,nox,EASIUR,annual,high stack,2289.15775664275148231818842485
01053,AL,so2,EASIUR,winter,high stack,17549.26403240762143225385759361
01053,AL,nox,EASIUR,winter,high stack,4828.461721094855671790454062725
01053,AL,so2,EASIUR,spring,high stack,20904.83319399880177584712544812
01053,AL,nox,EASIUR,spring,high stack,2369.392244173191338434467139789
01053,AL,so2,EASIUR,summer,high stack,17635.07582143635607470579198237
01053,AL,nox,EASIUR,summer,high stack,894.7447118058560807788021833904
01053,AL,so2,EASIUR,fall,high stack,11379.411489705040789112033294268
01053,AL,nox,EASIUR,fall,high stack,1064.0323494971625148791998050199
01053,AL,so2,InMAP,annual,high stack,11754.270013051288341375366597883
01053,AL,nox,InMAP,annual,high stack,3536.58366665181505204911616493
01055,AL,so2,AP2,annual,high stack,20172.44392529949168794332402628
01055,AL,nox,AP2,annual,high stack,3426.502857274171481240615526723
01055,AL,so2,EASIUR,annual,high stack,19111.01474447388309776086847121
01055,AL,nox,EASIUR,annual,high stack,3918.93709478811707874758930648
01055,AL,so2,EASIUR,winter,high stack,18414.84818651407660239532131535
01055,AL,nox,EASIUR,winter,high stack,8063.753602391365095614681570734
01055,AL,so2,EASIUR,spring,high stack,25295.02556060664643894117289922
01055,AL,nox,EASIUR,spring,high stack,4045.769135920393706867777773703
01055,AL,so2,EASIUR,summer,high stack,20533.52994554553812182192997713
01055,AL,nox,EASIUR,summer,high stack,1389.6832412811918104420092104219
01055,AL,so2,EASIUR,fall,high stack,12200.655285229439546529117489747
01055,AL,nox,EASIUR,fall,high stack,2176.542399559543714947244603264
01055,AL,so2,InMAP,annual,high stack,29532.81159792588446083728151364
01055,AL,nox,InMAP,annual,high stack,9914.574026309633142119099367156
01057,AL,so2,AP2,annual,high stack,16462.98659580495772389523449471
01057,AL,nox,AP2,annual,high stack,2957.421913550235971429485305774
01057,AL,so2,EASIUR,annual,high stack,19295.86336749847739936485815127
01057,AL,nox,EASIUR,annual,high stack,3158.127531442977879514543941686
01057,AL,so2,EASIUR,winter,high stack,20201.97526701354795857368051158
01057,AL,nox,EASIUR,winter,high stack,7106.12751460863335771487017504
01057,AL,so2,EASIUR,spring,high stack,26376.77999004440397789344018206
01057,AL,nox,EASIUR,spring,high stack,2964.780567838212934002784002656
01057,AL,so2,EASIUR,summer,high stack,18747.03941015472622325870308597
