"fips","windCF","solarCF"
13043,0.342,0.215440081784376
13045,0.356,0.206438498620279
13047,0.223,0.202248331254243
13049,0.3,0.216396798661164
13051,0.348,0.217838588139243
13053,0.324,0.212230548695348
13055,0.396,0.202946737793438
13057,0.392,0.205126331474474
13059,0.284,0.209355548459179
13061,0.328,0.215782792765597
13063,0.326,0.208140373918857
13065,0.304,0.21629574963321
13067,0.285,0.205719868701688
13069,0.335,0.216791344731578
13071,0.329,0.217832039552104
13073,0.315,0.211687566109839
13075,0.339,0.218163028426028
13077,0.321,0.208186793462464
13079,0.332,0.212067429188748
13081,0.349,0.216409802185475
13083,0,0.200499604639405
13085,0.3745,0.203565773517525
13087,0.291,0.217686359544093
13089,0,0.206965174882204
13091,0.3355,0.21554353651748
13093,0.339,0.215542599223574
13095,0.304,0.216761554245209
13097,0.361,0.206587466622751
13099,0.317,0.21680813513689
13101,0.283,0.216718333145764
13103,0.324,0.214358356577859
13105,0.264,0.210646884472777
13107,0.322,0.214695004887736
13109,0.341,0.215037116819511
13111,0.256,0.199590759034524
13113,0.322,0.208589746450491
13115,0.266,0.204139897058841
13117,0.313,0.206277065472319
13119,0.266,0.210543248315523
13121,0.321,0.206437755654248
13123,0,0.200556058188573
13125,0.327,0.212804148409641
13127,0.3584,0.218407246619412
13129,0.337,0.20326734792026
13131,0.34,0.218299337932264
13133,0.346,0.210769176899698
13135,0.288,0.206973308097242
13137,0.336,0.206285570407593
13139,0.2845,0.207456723082598
13141,0.333,0.212245616973049
13143,0.361,0.205364590657103
13145,0.354,0.2108578261705
13147,0.268,0.210670274908833
13149,0.33,0.207659727202199
13151,0.338,0.209129934043672
13153,0.333,0.214388907430682
13155,0.322,0.21770470736409
13157,0.291,0.209082993154227
13159,0.287,0.210718150587136
13161,0.326,0.216290126206707
13163,0.331,0.213614530419645
13165,0.31,0.214299087458534
13167,0.299,0.214387182719131
13169,0.307,0.211782297999455
13171,0.331,0.210392363541977
13173,0.328,0.216857616813101
13175,0.332,0.214901919838805
13177,0.33,0.216266086861642
13179,0.345,0.216071301692129
13181,0.291,0.211391324066412
13183,0.323,0.215394701893165
13185,0.332,0.217489386359925
13187,0.303,0.20280659087589
13189,0.314,0.211762225025763
13191,0,0.218386814584476
13193,0.279,0.213288534412523
13195,0.271,0.209876714850204
13197,0.333,0.212277605708217
13199,0.386,0.20960066319309
13201,0.297,0.217863106003724
13205,0.35,0.217531297722432
13207,0.304,0.210843241823334
13209,0.346,0.215824390412056
13211,0.304,0.210259552564112
13213,0.362,0.201574126679326
13215,0.239,0.211506408736031
13217,0.303,0.209612621521741
13219,0.308,0.209280660171967
13221,0.322,0.210086619881288
13223,0.392,0.20570668558276
13225,0.316,0.213262751338025
13227,0.423,0.203725751110553
13229,0.31,0.216086052780001
13231,0.366,0.210112678496716
13233,0.339,0.204699770965481
13235,0.31,0.215541759246912
13237,0.312,0.211489206655082
13239,0.297,0.215077262967105
13241,0.334,0.203884994894792
13243,0.316,0.215137348320945
13245,0.299,0.212130454122743
13247,0.321,0.208570868101854
13249,0.309,0.213081147474316
13251,0.349,0.214049320239459
13253,0.306,0.21772388191069
13255,0.314,0.209786742197272
13257,0.261,0.209841462634919
13259,0.323,0.213988158313284
13261,0.336,0.214768500367562
13263,0,0.210848143283652
13265,0.334,0.211091266104657
13267,0.35,0.215311756087651
13269,0.331,0.21157932780986
13271,0.331,0.216176445777842
13273,0.327,0.21570694177067
13275,0.341,0.217879663319787
13277,0.363,0.218076381324244
13279,0.336,0.215747122432549
13281,0.218,0.201372126981542
13283,0.331,0.215005323715897
13285,0,0.209246330262657
13287,0.343,0.217058138788553
13289,0.298,0.213766191802265
13291,0.384,0.200716499548729
13293,0.376,0.210739445869451
13295,0.4485,0.201421364198453
13297,0.313,0.208827806745202
13299,0.305,0.216187291368104
13301,0.306,0.211901118571243
13303,0.315,0.213661232029725
13305,0.317,0.215922788413158
13307,0.307,0.213867990278399
13309,0.31,0.21567299192965
13311,0.251,0.203239277670496
13313,0.316,0.202576426202468
13315,0.356,0.216225675423626
13317,0.294,0.210892467209912
13319,0.304,0.21387319114169
13321,0.351,0.21699365830738
16001,0.351205882352941,0.212431779856238
16003,0.3135,0.196397585547895
16005,0.373,0.202900684254037
16007,0.283,0.203953019360553
16009,0.299222222222222,0.180569715960337
16011,0.322555555555556,0.205785241359375
16013,0.322571428571429,0.207883131526241
16015,0.25,0.20301016000595
16017,0.283615384615385,0.176945788394636
16019,0.384391304347826,0.197970090634582
16021,0.257,0.174222121591348
16023,0.293965517241379,0.206063221237719
16025,0.336,0.20714725005534
16027,0.324333333333333,0.210907120794816
16029,0.385,0.198462348260531
16031,0.338013513513513,0.206965693064482
16033,0.318,0.196083061752396
16035,0.2572,0.182459265932394
16037,0.2374375,0.19827637805869
16039,0.338352112676056,0.210096124235631
16041,0.284,0.205180769867672
16043,0.437,0.193281255579456
16045,0.217,0.206586474317275
16047,0.293,0.217070240461154
16049,0.255422222222222,0.186922058847796
16051,0,0.204714150492338
16053,0.305,0.215571046106955
16055,0.278166666666667,0.180357461698311
16057,0.255,0.184303066355784
16059,0.2222,0.193655064703836
16061,0.307,0.186547028871267
16063,0.320181818181818,0.215180064720635
16065,0.367666666666667,0.198399283216966
16067,0.3184,0.213216168415559
16069,0.296,0.187888934941649
16071,0.239375,0.206149172802743
16073,0.302350262697023,0.211089275914285
16075,0.241,0.210240279921069
16077,0.363936170212766,0.206262016147974
16079,0.28045,0.177908460870997
16081,0.422,0.192293254478333
16083,0.332943548387097,0.210008996560552
16085,0.1835,0.195726804130647
16087,0.255,0.203058481167034
17001,0.429215517241379,0.192172273996664
17003,0.388,0.198134771001411
17005,0.42,0.194194713533416
17007,0.444757575757576,0.180594072537539
17009,0.416355555555556,0.192144391064387
17011,0.420650943396226,0.185126326863522
17013,0.387888888888889,0.194585250350452
17015,0.43992,0.182648155823496
17017,0.4295,0.191831338869038
17019,0.424037878787879,0.189142705647123
17021,0.4316,0.192422387985043
17023,0.444,0.191710005296302
17025,0.398,0.193953981956804
17027,0,0.194827551545323
17029,0.438071428571429,0.191337387231712
17031,0.410227272727273,0.182416998122762
17033,0.427,0.192875672565161
17035,0.43,0.19222885762915
17037,0.4318,0.181898026925891
17039,0.42940350877193,0.189535268223857
17041,0.426,0.190504001344936
17043,0,0.182330559310676
17045,0.427196078431373,0.190811429944165
17047,0.415,0.194885987264384
17049,0.426,0.193032655243309
17051,0.408,0.193755376514605
17053,0.392252788104089,0.187769307360718
17055,0.4,0.196203042882989
17057,0.413833333333333,0.189612968796989
17059,0.391,0.196289193841647
17061,0.378,0.194298517333151
17063,0.392906666666667,0.184060299922085
17065,0.394,0.195986006545303
17067,0.437,0.189910293203841
17069,0.373,0.196621447857057
17071,0.42425,0.187650450946852
17073,0.409701388888889,0.185369720306744
17075,0.386511450381679,0.186370746584175
17077,0.438,0.196543311557679
17079,0.415,0.193037134242097
17081,0.425,0.195730271084972
17083,0.4025,0.194948456148496
17085,0.456333333333333,0.181822889152895
17087,0.416,0.196891704779816
17089,0.411651162790698,0.182026781535819
17091,0.411957746478873,0.184432018901918
17093,0.416835616438356,0.183123436198008
17095,0.407916666666667,0.187074318903294
17097,0.427809523809524,0.182150546044684
17099,0.424788461538462,0.184605861605917
17101,0.4032,0.193866334009399
17103,0.428254237288136,0.183478285859175
17105,0.408022421524664,0.18653031040493
17107,0.4365,0.190058813072881
17109,0.4357,0.189494541999129
17111,0.429274193548387,0.181129007840546
17113,0.421365010799136,0.188374265279291
17115,0.431733333333333,0.190856948867178
17117,0.417153846153846,0.194125587186452
17119,0.3894,0.195030217288014
17121,0.411428571428571,0.194592947776763
17123,0.442166666666667,0.18612247256877
17125,0.399625,0.190521649933913
17127,0.361,0.19748663954938
17129,0.426172413793103,0.191011915639715
17131,0.383946666666667,0.186411632109037
17133,0.434,0.196625670179178
17135,0.436965517241379,0.193517889666043
17137,0.419555555555556,0.192952582909521
17139,0.41321875,0.191303904491511
17141,0.448377777777778,0.182085447381778
17143,0.409232,0.187640599305197
17145,0.422,0.196178200888689
17147,0.421545454545455,0.189740003048533
17149,0.426511627906977,0.19337301855653
17151,0.4205,0.196719740578219
17153,0.381,0.197873395976139
17155,0.441470588235294,0.185416474485429
17157,0.423,0.196627794666125
17159,0.417,0.194236046530266
17161,0.374692307692308,0.185610358704219
17163,0,0.19604297843191
17165,0.422,0.19616635769405
17167,0.428530612244898,0.191965720718458
17169,0.405111111111111,0.191378746028537
17171,0.397666666666667,0.193337623330164
17173,0.434285714285714,0.192403161741484
17175,0.421364705882353,0.186436294163514
17177,0.455375,0.181306359852513
17179,0.422074074074074,0.188421719942458
17181,0.422,0.196936824296708
17183,0.413482142857143,0.188916887589043
17185,0.405,0.194415380749638
17187,0.424377049180328,0.18730741231849
17189,0.4136,0.195620947693765
17191,0.408,0.195051420314022
17193,0.412,0.19565188289753
17195,0.433,0.183837846967385
17197,0.410789743589744,0.18295011161766
17199,0.414,0.196461658387001
17201,0.428111111111111,0.181047963264647
17203,0.441655172413793,0.186923735227397
18001,0.433,0.183154993954499
18003,0.421380952380952,0.182500785548629
18005,0.4,0.190050852418579
18007,0.414963235294118,0.185496427600271
18009,0.424230769230769,0.184087220454251
18011,0.455441860465116,0.186667925728443
18013,0.405,0.190305957798493
18015,0.433203703703704,0.184185118622469
18017,0.430657534246575,0.183478490343895
18019,0.402,0.191954881681648
18021,0,0.189727363719542
18023,0.453095744680851,0.185378557490013
18025,0.368,0.192711318674793
18027,0.398,0.192434378460908
18029,0.416,0.190003655297216
18031,0.410390625,0.189348802259178
18033,0.425,0.182217994667558
18035,0.420306930693069,0.185192359364587
18037,0.389111111111111,0.192627678764946
18039,0.437217391304348,0.181085618528381
18041,0.42535,0.187482464742223
18043,0.399,0.192547544142326
18045,0.433744680851064,0.187591905500555
18047,0.421,0.188544259283416
18049,0.423811320754717,0.182541321054831
18051,0.411666666666667,0.194507163591349
18053,0.439764705882353,0.183953420534726
18055,0.412,0.190762017006574
18057,0.423,0.186420356166325
18059,0.4122,0.187478645120714
18061,0.391,0.192931670739985
18063,0.448525,0.187925612243739
18065,0.416591836734694,0.186308409406759
18067,0.441886597938144,0.18446400284302
18069,0.443384615384615,0.182695352639435
18071,0.34775,0.191199620973315
18073,0.412745098039216,0.183668790794459
18075,0.412647058823529,0.18405286704787
18077,0.372,0.190563798146049
18079,0.386,0.190350866409546
18081,0.4063,0.189322172545357
18083,0.410882882882883,0.193146605879679
18085,0.434333333333333,0.181913528894197
18087,0.437,0.180879961998075
18089,0.413173913043478,0.182892364706702
18091,0,0.181321056288493
18093,0.395,0.191101221774502
18095,0.44025,0.185785113972574
18097,0.42,0.187738411279071
18099,0.432740740740741,0.182146419076933
18101,0.393,0.191598256989196
18103,0.4446,0.183449709753656
18105,0.416,0.190266085550707
18107,0.44350495049505,0.187023399542333
18109,0.3593,0.189084918638213
18111,0.408698113207547,0.18432959750944
18113,0.45025,0.181684258078563
18115,0.356,0.190397205936994
18117,0.409,0.191900769436544
18119,0.404,0.189933008152387
18121,0,0.188522877421019
18123,0.368,0.193595854467936
18125,0.403,0.193484658690314
18127,0.437546583850932,0.182003065806562
18129,0.406,0.19563390938781
18131,0.417391304347826,0.18291207803671
18133,0.449,0.188589898654417
18135,0.404946721311475,0.185059501050816
18137,0.428,0.189764147219175
18139,0.433068181818182,0.187856076818028
18141,0,0.181284040714312
18143,0.36,0.19144854507823
18145,0.427,0.188920262265398
18147,0.3688,0.194312868376426
18149,0.409,0.182295616552031
18151,0.441818181818182,0.180763107328359
18153,0.406636363636364,0.19165697525797
18155,0.389,0.190252257263013
18157,0.429438775510204,0.185492351988743
18159,0.441760563380282,0.184952387144218
18161,0.44,0.187375846482745
18163,0.39675,0.19527761008564
18165,0.417166666666667,0.189339931548497
18167,0.397909090909091,0.190260152405742
18169,0.447333333333333,0.182718623313615
18171,0.442125,0.187122620383735
18173,0.38025,0.194278376475607
18175,0.422,0.192169423793585
18177,0.421555555555556,0.186285485724913
18179,0.437285714285714,0.183173866750751
18181,0.424041666666667,0.184123083913638
18183,0.438772727272727,0.182263391425469
19001,0.454,0.190223621916167
19003,0.4182,0.192161068320821
19005,0.476,0.180530837260409
19007,0.45275,0.190210138806322
19009,0.456233830845771,0.189849159433039
19011,0.4155,0.183796363936307
19013,0.42062962962963,0.183156737663343
19015,0.442571428571429,0.187645346602037
19017,0.44025,0.182264738775412
19019,0.4435,0.182890343065075
19021,0.443890909090909,0.186966765705791
19023,0.4255,0.182577029862579
19025,0.452217391304348,0.187799762860077
19027,0.456694444444444,0.188884712904865
19029,0.434036036036036,0.190492608733553
19031,0.443181818181818,0.184386687578136
19033,0.441636363636364,0.182252944489309
19035,0.434102189781022,0.187541133721149
19037,0.455918604651163,0.181092804119376
19039,0.453,0.190199505891574
19041,0.422216981132075,0.185665676976003
19043,0.426358695652174,0.181760495409867
19045,0.437063829787234,0.183553171617174
19047,0.456028037383178,0.189466480737863
19049,0.40272972972973,0.188408765891879
19051,0.397,0.189841270098282
19053,0.452,0.191022216380137
19055,0.470769230769231,0.182422854738495
19057,0.421,0.188018301322114
19059,0.444557046979866,0.184797414497091
19061,0.46876,0.181825089848074
19063,0.440148148148148,0.184105231545812
19065,0.4739,0.181947419313736
19067,0.415064516129032,0.181679352583557
19069,0.456309090909091,0.183607985360013
19071,0.394357142857143,0.194350154192878
19073,0.477384615384615,0.188583359235776
19075,0.441,0.183946491649733
19077,0.457448275862069,0.18931445353294
19079,0.452218181818182,0.185944523001178
19081,0.440357894736842,0.183442258420265
19083,0.444471698113208,0.184928267440599
19085,0.430153846153846,0.191279946665092
19087,0.408,0.187934922247811
19089,0.460061855670103,0.180055072123769
19091,0.449,0.185599479410131
19093,0.445811881188119,0.188531480044107
19095,0.403666666666667,0.185107990739178
19097,0.406692307692308,0.182563986223828
19099,0.412292682926829,0.186902680262053
19101,0.432363636363636,0.188191238673267
19103,0.400052631578947,0.184913344137529
19105,0.440182608695652,0.182599760020074
19107,0.411695652173913,0.186926146600428
19109,0.4479375,0.184027227585491
19111,0.439,0.189365716274792
19113,0.4089,0.18335902410444
19115,0.390769230769231,0.186652368933339
19117,0.429033333333333,0.189337356980127
19119,0.434716666666667,0.186314330268942
19121,0.449,0.189323921322246
19123,0.3932,0.187655948507835
19125,0.394623188405797,0.188219394707174
19127,0.416027027027027,0.185522082284206
19129,0.447,0.193028775191516
19131,0.417033333333333,0.180834052384112
19133,0.457,0.190643411706158
19135,0.421,0.188925080064414
19137,0.409545454545455,0.191888589340593
19139,0.403142857142857,0.18592857066329
19141,0,0.186545737269863
19143,0.438283333333333,0.185641106751942
19145,0.449,0.193559491501742
19147,0.431921052631579,0.185053773030407
19149,0.4423527696793,0.188485349903009
19151,0.455692307692308,0.186383962776816
19153,0.454857142857143,0.187619972485208
19155,0.449196078431373,0.191687268092266
19157,0.4155,0.186081231154315
19159,0.449571428571429,0.192167049518378
19161,0.43191452991453,0.188351763070468
19163,0.421171875,0.185178816864743
19165,0.462858974358974,0.190176095411081
19167,0.426868292682927,0.18746347179245
19169,0.443528571428571,0.187048467503997
19171,0.416018518518519,0.184600235447014
19173,0.4665,0.193270194637804
19175,0.437242424242424,0.191506984251042
19177,0.404,0.189166178914531
19179,0.401,0.188496824231708
19181,0.39846511627907,0.188820427532245
19183,0.41315,0.186430740918907
19185,0.43528125,0.190401814857333
19187,0.427,0.186829904380683
19189,0.455557142857143,0.182799777602464
19191,0.44993023255814,0.180292229212432
